Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1231	0	BI427750478_14009	1	244006488	244006608	-0.074	-0.0709247906816013	0.099	-0.075	120	0.817251995110565	0.999983172729405	loss	243.916	259.69	163.933	384.858	-0.268	0.135	4
1232	0	BI427750478_14010	1	244006528	244006648	0.003	-0.012841768113383	0.088	-0.005	120	0.973557060296187	0.999983172729405	loss	188.16	189.363	126.383	280.433	-0.145	0.211	3
1233	0	BA_178446_000040	10	8097578	8097698	0.176	0.0367270090068545	0.169	0.161	120	0.969656174624719	0.999983172729405	gain	30.519	27.074	20.217	39.458	-0.261	0.543	1
1234	0	BA_178446_000041	10	8097618	8097738	0.179	0.0747170594416309	0.151	0.17	120	0.925738895574407	0.999983172729405	gain	51.542	46.599	34.375	68.45	-0.092	0.543	1
1235	0	BA_178446_000042	10	8097658	8097778	0.067	-0.00855412878019096	0.11	0.062	120	0.989768707842629	0.999983172729405	loss	77.279	74.744	51.708	110.242	-0.092	0.284	1
1236	0	BA_178446_000043	10	8097698	8097818	-0.039	-0.0965510988579035	0.172	-0.046	120	0.868408929770887	0.999983172729405	loss	97.758	102.233	65.5	151.058	-0.35	0.284	1
1237	0	BA_178446_000044	10	8097738	8097858	-0.188	-0.241750848788094	0.147	-0.223	120	0.668717586061364	0.999983172729405	loss	99.255	112.655	66.508	166.533	-0.461	0.109	1
1238	0	BA_178446_000045	10	8097778	8097898	-0.249	-0.313882184172718	0.093	-0.262	120	0.610999349196915	0.999983172729405	loss	81.61	97.249	54.625	143.658	-0.461	-0.021	1
1239	0	BA_178446_000046	10	8100235	8100355	-0.095	-0.135254348601737	0.16	-0.131	120	0.787494337904327	0.999983172729405	loss	123.705	136.574	82.975	202.05	-0.351	0.165	2
1240	0	BA_178446_000047	10	8100275	8100395	-0.215	-0.23864412113532	0.095	-0.244	120	0.573504196683997	0.999983172729405	loss	154.182	181.035	103.5	268.067	-0.351	0.031	2
1241	0	BA_178446_000048	10	8100315	8100435	-0.23	-0.247588737407537	0.079	-0.249	120	0.531405172714603	0.999983172729405	loss	168.907	198.702	113.417	294.3	-0.351	0.027	3
1242	0	BA_178446_000049	10	8100355	8100475	-0.134	-0.15621263004993	0.13	-0.163	120	0.708118223579588	0.999983172729405	loss	162.386	180.221	109.025	266.858	-0.339	0.118	2
1243	0	BA_178446_000050	10	8100395	8100515	-0.027	-0.0559313695184059	0.109	-0.006	120	0.90080311055658	0.999983172729405	loss	152.672	156.605	102.483	231.792	-0.267	0.203	2
1244	0	BA_178446_000051	10	8100435	8100555	-0.032	-0.0601500422330423	0.12	-0.013	120	0.892492776086666	0.999983172729405	loss	154.108	158.872	103.45	235.158	-0.342	0.203	2
1245	0	BA_178446_000052	10	8100475	8100595	-0.161	-0.178484708936628	0.187	-0.157	120	0.651459542155732	0.999983172729405	loss	171.864	196.328	115.408	290.775	-0.451	0.203	3
1246	0	BA_178446_000053	10	8100515	8100635	-0.325	-0.332726758711679	0.136	-0.352	120	0.340966111104886	0.999983172729405	loss	188.643	238.555	126.708	353.475	-0.537	-0.019	3
1247	0	BA_178446_000054	10	8100555	8100675	-0.375	-0.375897282811396	0.073	-0.368	120	0.240659669840045	0.999983172729405	loss	206.51	267.525	138.742	396.492	-0.537	-0.207	4
1248	0	BA_178446_000055	10	8100595	8100715	-0.342	-0.340173119107708	0.091	-0.346	120	0.274271331626453	0.999983172729405	loss	218.216	275.904	146.625	408.933	-0.537	-0.143	4
1249	0	BA_178446_000056	10	8100635	8100755	-0.255	-0.253459249540018	0.075	-0.232	120	0.416755015248722	0.999983172729405	loss	224.143	267.828	150.617	396.942	-0.405	-0.128	4
1250	0	BA_178446_000057	10	8100675	8100795	-0.174	-0.17911008039184	0.092	-0.177	120	0.595250734606745	0.999983172729405	loss	207.946	236.624	139.708	350.608	-0.374	0.029	3
1251	0	BA_178446_000058	10	8100715	8100835	-0.057	-0.0780365879585786	0.117	-0.076	120	0.849679782736466	0.999983172729405	loss	168.944	179.856	113.442	266.317	-0.236	0.21	2
1252	0	BA_178446_000059	10	8105888	8106008	0.007	0.00281410793171032	0.047	0.013	120	0.993253787658961	0.999983172729405	gain	226.568	224.305	152.25	332.317	-0.113	0.087	3
1253	0	BA_178446_000060	10	8105928	8106048	0	0.00664614652015344	0.057	0.013	120	0.982016331467515	0.999983172729405	gain	265.682	266.077	178.592	394.342	-0.168	0.087	4
1254	0	BA_178446_000061	10	8105968	8106088	-0.083	-0.0728603409208145	0.108	-0.056	120	0.796845055596831	0.999983172729405	loss	272.203	288.621	182.983	427.817	-0.262	0.084	5
1255	0	BA_178446_000062	10	8106008	8106128	-0.162	-0.155103353550537	0.081	-0.195	120	0.597800995375923	0.999983172729405	loss	252.169	281.623	169.492	417.425	-0.265	0.027	4
1256	0	BA_178446_000063	10	8106048	8106168	-0.133	-0.13707125984929	0.128	-0.195	120	0.679967455651474	0.999983172729405	loss	213.477	238.184	143.433	352.925	-0.265	0.237	3
1257	0	BA_178446_000064	10	8111359	8111479	-0.072	-0.0779536160542079	0.054	-0.084	120	0.819231571879788	0.999983172729405	loss	213.13	225.764	143.2	334.483	-0.149	0.14	3
1258	0	BA_178446_000065	10	8111399	8111519	-0.115	-0.1044014569078	0.033	-0.117	120	0.71070548145468	0.999983172729405	loss	270.928	293.83	182.125	435.55	-0.192	-0.042	5
1259	0	BA_178446_000066	10	8111439	8111559	-0.127	-0.111906133637747	0.04	-0.13	120	0.674282473640658	0.999983172729405	loss	289.018	315.768	194.308	468.125	-0.22	-0.042	5
1260	0	BA_178446_000067	10	8111479	8111599	-0.114	-0.104378354692932	0.069	-0.135	120	0.713974657342812	0.999983172729405	loss	266.436	289.98	179.1	429.833	-0.22	0.096	4
1261	0	BA_178446_000068	10	8111519	8111639	-0.02	-0.02584287563786	0.13	-0.063	120	0.939516260728225	0.999983172729405	loss	215.914	223.721	145.075	331.45	-0.22	0.219	3
1262	0	BA_178446_000069	10	8115663	8115783	0.051	0.0450142177901778	0.099	0.064	120	0.895056994239843	0.999983172729405	gain	221.631	217.048	148.925	321.542	-0.173	0.249	3
1263	0	BA_178446_000070	10	8115703	8115823	0.008	0.0148813948981551	0.088	0.004	120	0.959637572798786	0.999983172729405	gain	266.845	266.823	179.375	395.45	-0.173	0.178	4
1264	0	BA_178446_000071	10	8115743	8115863	-0.042	-0.0319610848783019	0.052	-0.036	120	0.910197019960098	0.999983172729405	loss	275.816	284.148	185.417	421.175	-0.173	0.053	5
1265	0	BA_178446_000072	10	8115783	8115903	0.013	0.0181796947675684	0.08	-0.002	120	0.95164748321265	0.999983172729405	gain	260.72	259.292	175.25	384.267	-0.111	0.227	4
1266	0	BA_178446_000073	10	8115823	8115943	0.018	0.0147134029419151	0.08	0.002	120	0.964287241547758	0.999983172729405	gain	229.711	227.381	154.367	336.883	-0.111	0.227	4
1267	0	BA_178446_000074	10	8115863	8115983	0.01	-0.00469137598777187	0.109	0.022	120	0.990202034605693	0.999983172729405	loss	193.605	190.592	130.05	282.258	-0.273	0.227	3
1268	0	BA_178446_000075	10	8115903	8116023	-0.026	-0.0549515372307295	0.095	-0.013	120	0.902552551569151	0.999983172729405	loss	153.155	156.027	102.808	230.933	-0.273	0.184	2
1269	0	BI427750478_371	10	32306043	32306163	-0.008	0.0025185219655482	0.049	-0.002	120	0.992867807157948	0.999983172729405	gain	280.988	283.082	188.9	419.592	-0.117	0.099	5
1270	0	BI427750478_372	10	32306083	32306203	-0.02	-0.000652193819984586	0.042	-0.009	120	0.99791085081826	0.999983172729405	loss	320.386	324.888	215.433	481.667	-0.117	0.055	5
1271	0	BI427750478_373	10	32306123	32306243	-0.021	-0.00018162853529961	0.038	-0.015	120	0.999403885067598	0.999983172729405	loss	327.501	332.391	220.225	492.808	-0.117	0.043	5
1272	0	BI427750478_374	10	32306163	32306283	0.017	0.0354496791495846	0.054	0.008	120	0.88845184451718	0.999983172729405	gain	319.891	316.615	215.1	469.383	-0.112	0.134	5
1273	0	BI427750478_375	10	32306203	32306323	0.058	0.0735627331550897	0.054	0.077	120	0.780900044721272	0.999983172729405	gain	310.549	298.572	208.808	442.592	-0.052	0.16	5
1274	0	BI427750478_376	10	32306243	32306363	0.098	0.109727799580495	0.035	0.097	120	0.692698603696962	0.999983172729405	gain	296.975	277.582	199.667	411.425	0.014	0.181	5
1275	0	BI427750478_377	10	32306283	32306403	0.132	0.139975630094694	0.045	0.124	120	0.629737832126275	0.999983172729405	gain	283.599	259.039	190.658	383.892	0.059	0.241	4
1276	0	BI427750478_378	10	32306323	32306443	0.18	0.184414907305732	0.069	0.176	120	0.541961456650141	0.999983172729405	gain	272.982	241.007	183.508	357.117	0.059	0.388	4
1277	0	BI427750478_379	10	32306363	32306483	0.272	0.274754408650942	0.098	0.25	120	0.37237887357889	0.999983172729405	gain	274.096	227.055	184.258	336.4	0.115	0.448	4
1278	0	BI427750478_380	10	32306403	32306523	0.368	0.367905845794648	0.119	0.381	120	0.246775270644921	0.999983172729405	gain	269.988	209.882	181.492	310.9	0.115	0.664	4
1279	0	BI427750478_381	10	32306443	32306563	0.51	0.507616128952294	0.138	0.466	120	0.11875931652154	0.999983172729405	gain	271.992	191.429	182.842	283.5	0.271	0.705	4
1280	0	BI427750478_382	10	32306483	32306603	0.59	0.587396618883431	0.114	0.644	120	0.0716913928405405	0.999983172729405	gain	277.635	184.239	186.642	272.825	0.271	0.705	4
1281	0	BI427750478_383	10	32306523	32306643	0.596	0.594435439003042	0.092	0.644	120	0.0654006509728844	0.999983172729405	gain	282.398	186.843	189.85	276.692	0.411	0.705	4
1282	0	BI427750478_384	10	32306563	32306683	0.473	0.470159399666227	0.15	0.468	120	0.150416449147168	0.999983172729405	gain	268.033	192.175	180.175	284.608	0.165	0.697	4
1283	0	BI427750478_385	10	32306603	32306723	0.344	0.337758422834771	0.12	0.31	120	0.323989365455296	0.999983172729405	gain	244.832	192.141	164.55	284.558	0.165	0.615	3
1284	0	BI427750478_386	10	32306643	32306763	0.222	0.212898677169204	0.099	0.212	120	0.549647083935618	0.999983172729405	gain	225.368	192.978	151.442	285.8	0.057	0.442	3
1285	0	BI427750478_387	10	32306683	32306803	0.157	0.144825338273283	0.075	0.143	120	0.695674174636985	0.999983172729405	gain	210.618	188.594	141.508	279.292	0.011	0.314	3
1286	0	BI427750478_388	10	32306723	32306843	0.097	0.0803229714354126	0.05	0.099	120	0.837370267306935	0.999983172729405	gain	192.776	179.974	129.492	266.492	-0.031	0.194	3
1287	0	BI427750478_389	10	32306763	32306883	0.109	0.0891126531905361	0.057	0.112	120	0.826420999244801	0.999983172729405	gain	184.213	170.747	123.725	252.792	-0.031	0.234	2
1288	0	BI427750478_390	10	32306803	32306923	0.14	0.120364614279922	0.076	0.146	120	0.766418032581997	0.999983172729405	gain	186.997	169.328	125.6	250.683	-0.031	0.361	2
1289	0	BI427750478_391	10	32306843	32306963	0.218	0.200912930641087	0.083	0.199	120	0.609415276492971	0.999983172729405	gain	199.334	171.095	133.908	253.308	0.078	0.405	3
1290	0	BI427750478_392	10	32306883	32307003	0.296	0.281665279510935	0.092	0.316	120	0.458978211246964	0.999983172729405	gain	213.056	173.234	143.15	256.483	0.118	0.453	3
1291	0	BI427750478_393	10	32306923	32307043	0.362	0.350220122975845	0.066	0.375	120	0.341768957417341	0.999983172729405	gain	225.962	175.658	151.842	260.083	0.178	0.5	3
1292	0	BI427750478_394	10	32306963	32307083	0.386	0.375537984727215	0.051	0.387	120	0.299842235215301	0.999983172729405	gain	232.198	177.566	156.042	262.917	0.293	0.5	3
1293	0	BI427750478_395	10	32307003	32307123	0.397	0.384074830799437	0.052	0.4	120	0.304132207551338	0.999983172729405	gain	224.291	170.383	150.717	252.25	0.293	0.5	3
1294	0	BI427750478_396	10	32307043	32307163	0.386	0.372045863685847	0.055	0.39	120	0.325727145517712	0.999983172729405	gain	220.022	168.514	147.842	249.475	0.29	0.5	3
1295	0	BI427750478_397	10	32307083	32307203	0.397	0.38667321983362	0.049	0.404	120	0.284896935993799	0.999983172729405	gain	233.312	177.297	156.792	262.517	0.274	0.509	3
1296	0	BI427750478_398	10	32307123	32307243	0.319	0.316963401855049	0.111	0.355	120	0.328262591205855	0.999983172729405	gain	257.849	208.03	173.317	308.15	0.101	0.509	4
1297	0	BI427750478_399	10	32307163	32307283	0.218	0.222438658994757	0.151	0.169	120	0.461860048736689	0.999983172729405	gain	275.531	238.644	185.225	353.608	-0.021	0.509	4
1298	0	BI427750478_400	10	32307203	32307323	0.103	0.111649750614256	0.067	0.095	120	0.698325513055353	0.999983172729405	gain	283.722	264.517	190.742	392.025	-0.021	0.268	4
1299	0	BI427750478_401	10	32307243	32307363	0.044	0.0536227071330178	0.047	0.04	120	0.850643187817722	0.999983172729405	gain	282.547	273.878	189.95	405.925	-0.051	0.133	4
1300	0	BI427750478_402	10	32307283	32307403	0.019	0.0277350707027996	0.046	0.015	120	0.923221703660533	0.999983172729405	gain	276.471	272.481	185.858	403.85	-0.077	0.112	4
1301	0	BI427750478_403	10	32307323	32307443	0.062	0.0693824683419816	0.109	0.02	120	0.812406344031303	0.999983172729405	gain	274.727	263.03	184.683	389.817	-0.077	0.334	4
1302	0	BI427750478_404	10	32307363	32307483	0.172	0.178038301470009	0.153	0.18	120	0.548737398690985	0.999983172729405	gain	278.959	247.899	187.533	367.35	-0.077	0.385	4
1303	0	BI427750478_405	10	32307403	32307523	0.306	0.308117986500931	0.103	0.338	120	0.320514328015464	0.999983172729405	gain	273.762	222.554	184.033	329.717	0.037	0.453	4
1304	0	BI427750478_406	10	32307443	32307563	0.412	0.405041830400156	0.093	0.396	120	0.241482524314865	0.999983172729405	gain	245.846	186.383	165.233	276.008	0.261	0.672	3
1305	0	BI427750478_407	10	32307483	32307603	0.539	0.522932484855535	0.144	0.478	120	0.178261197698789	0.999983172729405	gain	222.002	154.225	149.175	228.258	0.336	0.786	3
1306	0	BI427750478_408	10	32307523	32307643	0.638	0.615007502684323	0.106	0.682	120	0.143972152839944	0.999983172729405	gain	205.954	132.607	138.367	196.158	0.387	0.786	2
1307	0	BI427750478_409	10	32307563	32307683	0.621	0.594332575575332	0.132	0.682	120	0.17491918364852	0.999983172729405	gain	194.347	125.782	130.55	186.025	0.285	0.786	2
1308	0	BI427750478_410	10	32307603	32307723	0.469	0.438400265945153	0.193	0.461	120	0.33691266585027	0.999983172729405	gain	175.341	126.175	117.75	186.608	0.155	0.745	2
1309	0	BI427750478_411	10	32307643	32307763	0.259	0.226462070298804	0.18	0.256	120	0.626699514735138	0.999983172729405	gain	159.453	133.291	107.05	197.175	-0.008	0.676	2
1310	0	BI427750478_412	10	32307683	32307803	0.118	0.0829801978780321	0.112	0.075	120	0.861961636451323	0.999983172729405	gain	146.807	135.076	98.533	199.825	-0.066	0.384	2
1311	0	BI427750478_413	10	32307723	32307843	0.06	0.0229187919953965	0.047	0.054	120	0.962455826545478	0.999983172729405	gain	139.457	133.712	93.583	197.8	-0.066	0.168	2
1312	0	BI427750478_414	10	32307763	32307883	0.055	0.0177833545188021	0.058	0.056	120	0.970901999785426	0.999983172729405	gain	138.888	133.718	93.2	197.808	-0.1	0.154	2
1313	0	BI427750478_415	10	32307803	32307923	0.006	-0.0279237224334192	0.1	0.026	120	0.952834299660926	0.999983172729405	loss	143.404	143.225	96.242	211.925	-0.166	0.154	2
1314	0	BI427750478_416	10	32307843	32307963	-0.061	-0.0932434824564511	0.098	-0.087	120	0.840811211320732	0.999983172729405	loss	143.887	150.173	96.567	222.242	-0.206	0.154	2
1315	0	BI427750478_417	10	32307883	32308003	-0.034	-0.0693988698938443	0.149	-0.085	120	0.884805461635204	0.999983172729405	loss	137.972	142.288	92.583	210.533	-0.206	0.33	2
1316	0	BI427750478_418	10	32307923	32308043	0.139	0.0949244302405817	0.25	0.181	120	0.855055743461124	0.999983172729405	gain	127.12	118.441	85.275	175.125	-0.206	0.837	2
1317	0	BI427750478_419	10	32307963	32308083	0.492	0.437030359129796	0.361	0.359	120	0.443781216036631	0.999983172729405	gain	119.461	88.551	80.117	130.742	-0.112	1.048	1
1318	0	BI427750478_420	10	32308003	32308123	0.752	0.690446473129442	0.263	0.887	120	0.251022182392902	0.999983172729405	gain	117.531	70.631	78.817	104.133	0.261	1.048	1
1319	0	BI427750478_421	10	32308043	32308163	0.87	0.813719969820454	0.115	0.902	120	0.158321685756805	0.999983172729405	gain	131.278	72.623	88.075	107.092	0.563	1.048	1
1320	0	BI427750478_422	10	32308083	32308203	0.729	0.688320552983949	0.183	0.711	120	0.171806997694671	0.999983172729405	gain	159.391	99.208	107.008	146.567	0.417	0.979	2
1321	0	BI427750478_423	10	32308123	32308243	0.537	0.515201661570524	0.199	0.531	120	0.214783599721859	0.999983172729405	gain	201.214	143.562	135.175	212.425	0.241	0.979	2
1322	0	BI427750478_424	10	32308163	32308283	0.342	0.334038169173131	0.156	0.341	120	0.34058576597299	0.999983172729405	gain	236.145	189.526	158.7	280.675	0.085	0.669	3
1323	0	BI427750478_425	10	32308203	32308323	0.209	0.207295389629705	0.104	0.182	120	0.521139625425277	0.999983172729405	gain	250.845	217.396	168.6	322.058	0.019	0.406	4
1324	0	BI427750478_426	10	32308243	32308363	0.174	0.172825577959497	0.093	0.161	120	0.590653044221581	0.999983172729405	gain	250.326	221.712	168.25	328.467	0.019	0.418	4
1325	0	BI427750478_427	10	32308283	32308403	0.214	0.211412535685063	0.111	0.194	120	0.516765575644017	0.999983172729405	gain	248.148	213.838	166.783	316.775	0.019	0.418	4
1326	0	BI427750478_428	10	32308323	32308443	0.308	0.302757923295625	0.117	0.307	120	0.370071253880249	0.999983172729405	gain	245.166	198.511	164.775	294.017	0.043	0.505	3
1327	0	BI427750478_429	10	32308363	32308483	0.388	0.377058824882151	0.11	0.393	120	0.300874039622676	0.999983172729405	gain	230.02	176.764	154.575	261.725	0.19	0.633	3
1328	0	BI427750478_430	10	32308403	32308523	0.512	0.494227785462305	0.136	0.482	120	0.21253820032021	0.999983172729405	gain	214.9	151.683	144.392	224.483	0.253	0.789	2
1329	0	BI427750478_431	10	32308443	32308563	0.527	0.505391410640993	0.13	0.54	120	0.222651912399298	0.999983172729405	gain	203.924	141.85	137	209.883	0.301	0.789	2
1330	0	BI427750478_432	10	32308483	32308603	0.464	0.443127887595038	0.173	0.457	120	0.280926934248785	0.999983172729405	gain	202.353	147.322	135.942	218.008	0.179	0.789	2
1331	0	BI427750478_433	10	32308523	32308643	0.365	0.347401261465969	0.095	0.355	120	0.379907008555151	0.999983172729405	gain	206.807	160.746	138.942	237.942	0.179	0.6	3
1332	0	BI427750478_434	10	32308563	32308683	0.352	0.338327084959395	0.068	0.365	120	0.369820888951206	0.999983172729405	gain	218.946	171.258	147.117	253.55	0.179	0.468	3
1333	0	BI427750478_435	10	32308603	32308723	0.373	0.36191358358518	0.042	0.372	120	0.321609412952171	0.999983172729405	gain	229.043	176.842	153.917	261.842	0.288	0.468	3
1334	0	BI427750478_436	10	32308643	32308763	0.402	0.391264745396797	0.056	0.407	120	0.281754290086302	0.999983172729405	gain	232.235	175.827	156.067	260.333	0.288	0.533	3
1335	0	BI427750478_437	10	32308683	32308803	0.418	0.409202710697313	0.066	0.425	120	0.248269125887672	0.999983172729405	gain	240.353	179.935	161.533	266.433	0.288	0.557	3
1336	0	BI427750478_438	10	32308723	32308843	0.401	0.398484539398615	0.089	0.425	120	0.221349776480271	0.999983172729405	gain	262.427	200.066	176.4	296.325	0.207	0.557	4
1337	0	BI427750478_439	10	32308763	32308883	0.305	0.309738772252627	0.129	0.307	120	0.303943635046948	0.999983172729405	gain	284.453	232.078	191.233	343.858	0.071	0.557	4
1338	0	BI427750478_440	10	32308803	32308923	0.211	0.217936357652616	0.073	0.188	120	0.458315645730112	0.999983172729405	gain	286.519	247.596	192.625	366.9	0.071	0.384	4
1339	0	BI427750478_441	10	32308843	32308963	0.166	0.173260523980927	0.044	0.166	120	0.553982646365687	0.999983172729405	gain	283.747	253.012	190.758	374.942	0.039	0.259	4
1340	0	BI427750478_442	10	32308883	32309003	0.136	0.146025080043746	0.057	0.148	120	0.606389160274867	0.999983172729405	gain	292.669	267.177	196.767	395.975	0.039	0.242	5
1341	0	BI427750478_443	10	32308923	32309043	0.061	0.0773316993454	0.096	0.066	120	0.767310120142163	0.999983172729405	gain	313.803	302.495	211	448.417	-0.103	0.221	5
1342	0	BI427750478_444	10	32308963	32309083	0.004	0.0242605046812809	0.063	-0.011	120	0.921240090973416	0.999983172729405	gain	327.389	326.919	220.15	484.683	-0.103	0.117	5
1343	0	BI427750478_445	10	32309003	32309123	-0.009	0.0106620240972595	0.051	-0.015	120	0.965681182059331	0.999983172729405	gain	322.96	325.41	217.167	482.442	-0.103	0.088	5
1344	0	BI427750478_446	10	32309043	32309163	0.023	0.038257565942569	0.044	0.022	120	0.885515736236837	0.999983172729405	gain	305.339	300.957	205.3	446.133	-0.085	0.121	5
1345	0	BI427750478_447	10	32309083	32309203	0.055	0.0635486110741229	0.043	0.053	120	0.825605247006622	0.999983172729405	gain	278.748	268.647	187.392	398.158	-0.017	0.186	4
1346	0	BI427750478_448	10	32309123	32309243	0.138	0.13889252882969	0.113	0.096	120	0.658564364745998	0.999983172729405	gain	254.335	232.802	170.95	344.933	-0.002	0.355	4
1347	0	BI427750478_449	10	32309163	32309283	0.236	0.2291526091396	0.116	0.278	120	0.506912326677665	0.999983172729405	gain	233.398	199.561	156.85	295.575	0.006	0.405	3
1348	0	BI427750478_450	10	32309203	32309323	0.282	0.268236679319136	0.074	0.303	120	0.477566436800313	0.999983172729405	gain	213.947	175.72	143.75	260.175	0.098	0.405	3
1349	0	BI427750478_451	10	32309243	32309363	0.204	0.184614877882312	0.137	0.225	120	0.647701988014201	0.999983172729405	gain	191.922	165.764	128.917	245.392	-0.121	0.405	2
1350	0	BI427750478_452	10	32309283	32309403	0.02	-0.00331477269923438	0.197	0.068	120	0.99373888811075	0.999983172729405	loss	170.045	166.858	114.183	247.017	-0.305	0.371	2
1351	0	BI427750478_453	10	32309323	32309443	-0.141	-0.166630044194139	0.149	-0.221	120	0.70053483018545	0.999983172729405	loss	154.924	170.304	104	252.133	-0.319	0.152	2
1352	0	BI427750478_454	10	32309363	32309483	-0.174	-0.202511381545341	0.114	-0.221	120	0.6503345151289	0.999983172729405	loss	146.015	165.247	98	244.625	-0.319	0.132	2
1353	0	BI427750478_455	10	32309403	32309523	-0.036	-0.0719244849913925	0.2	-0.06	120	0.88124978644357	0.999983172729405	loss	135.906	142.119	91.192	210.283	-0.319	0.3	2
1354	0	BI427750478_456	10	32309443	32309563	0.117	0.068144657882784	0.159	0.114	120	0.899952838146138	0.999983172729405	gain	117.778	110.539	78.983	163.392	-0.207	0.401	1
1355	0	BI427750478_457	10	32309483	32309603	0.136	0.0732455084046426	0.132	0.103	120	0.903973941289326	0.999983172729405	gain	97.003	87.748	64.992	129.55	-0.099	0.401	1
1356	0	BI427750478_458	10	32309523	32309643	0.004	-0.0627990087902259	0.19	0.013	120	0.920100735729122	0.999983172729405	loss	86.733	86.979	58.075	128.408	-0.317	0.401	1
1357	0	BI427750478_459	10	32309563	32309683	-0.099	-0.154222600967455	0.111	-0.086	120	0.787398899604137	0.999983172729405	loss	99.911	107.301	66.95	158.583	-0.317	0.126	1
1358	0	BI427750478_460	10	32309603	32309723	-0.13	-0.168668793020884	0.088	-0.12	120	0.732944281600902	0.999983172729405	loss	127.851	138.791	85.767	205.342	-0.317	0.034	2
1359	0	BI427750478_461	10	32309643	32309763	-0.12	-0.145765624601967	0.071	-0.129	120	0.736909255304263	0.999983172729405	loss	155.493	169.064	104.383	250.292	-0.265	0.034	2
1360	0	BI427750478_462	10	32309683	32309803	-0.147	-0.16705196609327	0.061	-0.16	120	0.681575953757657	0.999983172729405	loss	167.929	186.142	112.758	275.65	-0.269	0.009	2
1361	0	BI427750478_463	10	32309723	32309843	-0.097	-0.11480786068587	0.132	-0.158	120	0.772226382423733	0.999983172729405	loss	177.234	189.15	119.025	280.117	-0.269	0.233	2
1362	0	BI427750478_464	10	32309763	32309883	0.064	0.050703695286929	0.218	0.064	120	0.892586246950817	0.999983172729405	gain	201.907	190.542	135.642	282.183	-0.269	0.434	3
1363	0	BI427750478_465	10	32309803	32309923	0.266	0.260190862299157	0.169	0.303	120	0.444684266402124	0.999983172729405	gain	241.479	198.382	162.292	293.825	-0.171	0.482	3
1364	0	BI427750478_466	10	32309843	32309963	0.337	0.336640050640234	0.099	0.356	120	0.290604230755914	0.999983172729405	gain	266.944	210.987	179.442	312.542	0.08	0.482	4
1365	0	BI427750478_467	10	32309883	32310003	0.25	0.25151606007618	0.168	0.302	120	0.42046061287902	0.999983172729405	gain	267.29	224.496	179.675	332.6	-0.025	0.482	4
1366	0	BI427750478_468	10	32309923	32310043	0.151	0.153584554236203	0.119	0.121	120	0.618692761459625	0.999983172729405	gain	263.058	236.798	176.825	350.867	-0.025	0.445	4
1367	0	BI427750478_469	10	32309963	32310083	0.128	0.132211901536354	0.079	0.127	120	0.662672406402819	0.999983172729405	gain	267.736	244.666	179.975	362.55	-0.025	0.307	4
1368	0	BI427750478_470	10	32310003	32310123	0.178	0.182905305294684	0.06	0.178	120	0.543058718894002	0.999983172729405	gain	274.9	242.943	184.8	359.992	0.03	0.307	4
1369	0	BI427750478_471	10	32310043	32310163	0.196	0.199742733964444	0.046	0.192	120	0.512076555035174	0.999983172729405	gain	271.658	237.095	182.617	351.308	0.107	0.307	4
1370	0	BI427750478_472	10	32310083	32310203	0.213	0.214939048418544	0.047	0.216	120	0.489167243246336	0.999983172729405	gain	265.682	229.283	178.592	339.708	0.107	0.315	4
1371	0	BI427750478_473	10	32310123	32310243	0.226	0.224941738592339	0.048	0.236	120	0.483334326678174	0.999983172729405	gain	254.855	218.019	171.3	322.983	0.107	0.315	4
1372	0	BI427750478_474	10	32310163	32310283	0.235	0.230392557335625	0.042	0.242	120	0.491357236122575	0.999983172729405	gain	242.258	205.729	162.817	304.733	0.121	0.322	3
1373	0	BI427750478_475	10	32310203	32310323	0.187	0.180313890132127	0.069	0.189	120	0.600727016867003	0.999983172729405	gain	230.961	203.063	155.208	300.775	0.051	0.322	3
1374	0	BI427750478_476	10	32310243	32310363	0.114	0.111536753027493	0.089	0.108	120	0.731981158733648	0.999983172729405	gain	239.981	222.88	161.283	330.2	-0.078	0.322	4
1375	0	BI427750478_477	10	32310283	32310403	0.024	0.0252730656877182	0.087	0.002	120	0.935649767295582	0.999983172729405	gain	246.7	243.269	165.808	360.475	-0.127	0.203	4
1376	0	BI427750478_478	10	32310323	32310443	-0.045	-0.0448746817365657	0.07	-0.055	120	0.887393933051082	0.999983172729405	loss	237.321	244.156	159.492	361.792	-0.167	0.128	4
1377	0	BI427750478_479	10	32310363	32310483	-0.039	-0.0462363946483586	0.073	-0.057	120	0.894032633698857	0.999983172729405	loss	211.955	218.446	142.408	323.617	-0.167	0.146	3
1378	0	BI427750478_480	10	32310403	32310523	0.088	0.0736110456469336	0.183	0.058	120	0.846643560164643	0.999983172729405	gain	198.331	187.64	133.233	277.875	-0.167	0.489	3
1379	0	BI427750478_481	10	32310443	32310563	0.375	0.355499702286033	0.315	0.298	120	0.379533519080854	0.999983172729405	gain	200.348	156.711	134.592	231.95	-0.077	1.05	2
1380	0	BI427750478_482	10	32310483	32310603	0.837	0.807913285420337	0.49	0.804	120	0.0722443117600191	0.999983172729405	gain	191.699	116.847	128.767	172.758	0.157	1.919	2
