Gene	Position	Segment_Bases	Ave_Adjusted_Log_Ratio	Ave_Stdev	Gene_Score	Pvalue	B-H_Pvalue	Transcripts
PIK3R1	chr5:67522428-67597683	8920	0.200741423666924	0.391206849165929	1790.61349910896	0.561341516776985	0.989401340213748	PIK3R1:NM_001242466,PIK3R1:NM_181504,PIK3R1:NM_181524,PIK3R1:NM_181523
PML	chr15:74315138-74326898	2000	-0.0746023632578697	0.156449072205152	149.204726515739	0.723906896247821	0.999983172729405	PML:NM_033249,PML:NM_033247,PML:NM_033246,PML:NM_033244,PML:NM_033239,PML:NM_033240,PML:NM_033238,PML:NM_033250,PML:NM_002675
PMS2	chr7:6012940-6048757	4760	-0.0100890023820247	0.303807310840614	48.0236513384378	0.587995470151779	0.977511640757958	PMS2:NM_000535,PMS2:NR_003085
PRPF40B	chr12:50024278-50038065	6960	-0.250899780239435	0.172295459929927	1746.26247046647	0.562759841239186	0.999983172729404	FMNL3:NM_198900,FMNL3:NM_175736,PRPF40B:NM_001031698,PRPF40B:NR_052006
PTCH1	chr9:98209162-98270681	7280	-0.167164353870159	0.201399207111841	1216.95649617476	0.599352457695157	0.992630355282864	PTCH1:NM_000264,PTCH1:NM_001083602,PTCH1:NM_001083603,PTCH1:NM_001083605,PTCH1:NM_001083604,PTCH1:NM_001083606,PTCH1:NM_001083607,LOC100507346:NR_038982
PTEN	chr10:89624144-89725255	2360	0.219139252753961	0.258384625580248	517.168636499347	0.632670890164153	0.999983172729405	PTEN:NM_000314
PTPN11	chr12:112883979-112942652	3920	0.0333319886321005	0.177119164938152	130.661395437834	0.671381824339846	0.999983172729406	PTPN11:NM_002834,PTPN11:NM_080601
PTPRD	chr9:8317786-8733930	10960	0.0817680009571244	0.235840978247881	896.177290490083	0.692967579587929	0.999983172729403	PTPRD:NM_130392,PTPRD:NM_002839,PTPRD:NM_130391,PTPRD:NM_001171025,PTPRD:NM_130393,PTPRD:NM_001040712
RAF1	chr3:12625923-12660255	4600	-0.0877481856173862	0.183381168539787	403.641653839976	0.633765316900796	0.999983172729405	RAF1:NM_002880
RARA	chr17:38487436-38512508	3400	-0.304285774135496	0.171876120278243	1034.57163206069	0.506557903867777	0.955207806786299	RARA:NM_001024809,RARA:NM_000964,RARA:NM_001145301,RARA:NM_001145302,RARA-AS1:NR_110861
RB1	chr13:48877955-49054289	7320	0.329736825195882	0.448833871867048	2413.67356043386	0.510052703400951	0.968975942567252	RB1:NM_000321,LPAR6:NM_001162497,LPAR6:NM_005767,LPAR6:NM_001162498
RET	chr10:43595877-43623797	5800	-0.234903350230155	0.265548078745778	1362.4394313349	0.610554703774525	0.990637535601092	RET:NM_020630,RET:NM_020975
RICTOR	chr5:38942321-39074573	11080	0.270652171514346	0.295074551724189	2998.82606037896	0.537761198924721	0.999983172729403	RICTOR:NM_152756,RICTOR:NM_001285440,RICTOR:NM_001285439
ROS1	chr6:117642381-117658541	1560	0.33543939075041	0.18346931422888	523.28544957064	0.395217399682924	0.999983172729405	ROS1:NM_002944
RPS14	chr5:149823761-149827380	1040	-0.208488796459844	0.253398740081605	216.828348318237	0.612098997665598	0.999983172729405	RPS14:NM_005617,RPS14:NM_001025070,RPS14:NM_001025071
RUNX1	chr21:36164448-36421286	2600	-0.271777054939553	0.337440970016634	706.620342842838	0.545908243339714	0.957430697294112	RUNX1:NM_001754,RUNX1:NM_001001890,RUNX1:NM_001122607,RUNX1-IT1:NR_026812
SF1	chr11:64532836-64545900	4181	-0.303386143363228	0.446489484044412	1268.45746540165	0.56651218664309	0.928555803248734	SF1:NM_004630,SF1:NM_001178030,SF1:NM_001178031,SF1:NR_033649,SF1:NR_033650,SF1:NM_201995,SF1:NM_201998,SF1:NM_201997
SF3B1	chr2:198256944-198299828	7320	0.212547067921427	0.265106009748961	1555.84453718485	0.521495541862316	0.999983172729404	SF3B1:NM_012433,SF3B1:NM_001005526
SLC19A1	chr21:46957672-46957912	240	-0.532593420315327	0.142353168057759	127.822420875678	0.423241076101254	0.999983172729405	SLC19A1:NM_001205206,SLC19A1:NM_194255
SLC22A2	chr6:160670160-160670400	240	-0.0266647562014755	0.0835535658577317	6.39954148835413	0.83833281041706	0.999983172729405	SLC22A2:NM_003058
SMAD2	chr18:45368098-45423148	2840	0.133101563836775	0.170138605274584	378.008441296442	0.635391629463248	0.999983172729406	SMAD2:NM_005901,SMAD2:NM_001135937,SMAD2:NM_001003652
SMAD3	chr15:67358454-67482971	2800	-0.233344505683416	0.151406063859795	653.364615913566	0.55727447307026	0.999983172729406	SMAD3:NM_005902,SMAD3:NM_001145103,SMAD3:NM_001145104,SMAD3:NM_001145102
SMAD4	chr18:48573379-48604870	2960	0.146143164837836	0.193234364210894	432.583767919994	0.607901999287122	0.999983172729406	SMAD4:NM_005359
SMARCA4	chr19:11094797-11172594	9920	-0.229722203148762	0.193499767249901	2278.84425523572	0.572962123052656	0.999983172729403	SMARCA4:NM_001128849,SMARCA4:NM_001128846,SMARCA4:NM_001128845,SMARCA4:NM_001128847,SMARCA4:NM_003072,SMARCA4:NM_001128848,SMARCA4:NM_001128844
SMARCB1	chr22:24129261-24176466	2600	-0.228569506220646	0.134034350222336	594.280716173679	0.516037106151107	0.999983172729406	SMARCB1:NM_003073,SMARCB1:NM_001007468
SMO	chr7:128829076-128852317	3686	-0.226554754172192	0.199328250653289	835.0808238787	0.51898480696311	0.970132928767334	SMO:NM_005631
SOD2	chr6:160113750-160113990	240	-0.608055174120687	0.068922334994422	145.933241788965	0.432559749069109	0.999983172729405	SOD2:NM_000636,SOD2:NM_001024465,SOD2:NM_001024466
SPOP	chr17:47677671-47700253	2320	-0.0757551237731101	0.170633080504222	175.751887153615	0.659017641001275	0.999983172729405	SPOP:NM_003563,SPOP:NM_001007227,SPOP:NM_001007226,SPOP:NM_001007230,SPOP:NM_001007229,SPOP:NM_001007228
SPRY4	chr5:141693745-141699438	1240	-0.205915916735535	0.219176755306868	255.335736752064	0.629831120017172	0.999983172729405	SPRY4:NM_030964,SPRY4:NM_001127496
SRC	chr20:36012520-36031816	3200	-0.159686924071603	0.372889859862113	510.998157029128	0.582879262211068	0.965500994359426	SRC:NM_198291,SRC:NM_005417
SRSF2	chr17:74732213-74733280	800	-0.107916847382766	0.45529777264207	86.3334779062125	0.417155651826434	0.999983172729405	SRSF2:NM_003016,SRSF2:NR_036608,SRSF2:NM_001195427,MIR636:NR_030366,MFSD11:NM_001242534
STK11	chr19:1206876-1226668	2600	-0.283530533245456	0.216489256665272	737.179386438186	0.621870256144639	0.999983172729406	STK11:NM_000455
SULT1A1	chr16:28617378-28620690	480	-0.235488289468102	0.150602530065772	113.034378944689	0.659445024201826	0.999983172729405	SULT1A1:NM_001055,SULT1A1:NM_177536,SULT1A1:NM_177534,SULT1A1:NM_177530,SULT1A1:NM_177529
SUZ12	chr17:30264241-30326048	4440	0.334124207343876	0.470098320967582	1483.51148060681	0.502594438669866	0.987325157884729	SUZ12:NM_015355
TET2	chr4:106155062-106197699	7160	-0.00870719958049838	0.147887805294114	62.3435489963684	0.725430563697577	0.999983172729403	TET2:NM_001127208,TET2:NM_017628
TFG	chr3:100451314-100455594	600	0.141252053246351	0.105206935585586	84.7512319478106	0.630593412170954	0.999983172729405	TFG:NM_006070,TFG:NM_001195479,TFG:NM_001195478,TFG:NM_001007565
TGFBR2	chr3:30648281-30733120	2720	-0.0428769768110623	0.231872053759945	116.625376926089	0.71174168371709	0.999983172729406	TGFBR2:NM_003242,TGFBR2:NM_001024847
TMPRSS2	chr21:42837994-42880023	3690	-0.0790399989122368	0.264188124178662	291.657595986154	0.539455145020157	0.945930028257546	TMPRSS2:NM_005656,TMPRSS2:NM_001135099
TP53	chr17:7572826-7579992	3210	-0.136978817564651	0.191811822697863	439.702004382531	0.653487339538876	0.999983172729406	TP53:NM_001126117,TP53:NM_001126118,TP53:NM_001276695,TP53:NM_001126112,TP53:NM_001276696,TP53:NM_001276760,TP53:NM_000546,TP53:NM_001276697,TP53:NM_001276698,TP53:NM_001276761,TP53:NM_001126113,TP53:NM_001126114,TP53:NM_001126116,TP53:NM_001126115,TP53:NM_001276699
TPMT	chr6:18130803-18144073	800	0.304974944285259	0.179212055372046	243.979955428207	0.507246407735571	0.999983172729405	TPMT:NM_000367
TRRAP	chr7:98478671-98610897	20800	-0.0535167135190464	0.219484404167575	1113.14764119617	0.626412536147103	0.994720103399247	TRRAP:NM_003496,TRRAP:NM_001244580,MIR3609:NR_037403,AC004893.11:NR_110102
TSC1	chr9:135771600-135804345	6360	-0.094631196956134	0.170198239421735	601.854412641013	0.639934273302053	0.999983172729404	TSC1:NM_001162427,TSC1:NM_000368,TSC1:NM_001162426
TSC2	chr16:2098524-2138647	12080	-0.185113742418657	0.218700589952793	2236.17400841738	0.652456925652767	0.999983172729403	TSC2:NM_000548,TSC2:NM_001077183,TSC2:NM_001114382
TYMS	chr18:673329-673569	240	0.387901641872235	0.0269976650575745	93.0963940493365	0.413699357125379	0.999983172729405	ENOSF1:NM_001126123,TYMS:NM_001071,ENOSF1:NM_017512,ENOSF1:NM_202758
TYR	chr11:88911089-89028561	2000	-0.0262173255421657	0.229914075908291	52.4346510843313	0.628777358007591	0.999983172729405	TYR:NM_000372
U2AF1	chr21:44513124-44527701	2440	-0.126681581168106	0.140616400029084	309.103058050179	0.667622578028744	0.999983172729406	U2AF1:NM_006758,U2AF1:NM_001025204,U2AF1:NM_001025203
U2AF2	chr19:56166373-56185525	3480	-0.242709281719617	0.264800837497914	844.628300384266	0.544070521737252	0.968237675182441	U2AF2:NM_007279,U2AF2:NM_001012478
UGT1A1	chr2:234668799-234669737	938	0.0358873628472964	0.203947945503315	33.662346350764	0.701774944432542	0.999983172729405	UGT1A9:NM_021027,UGT1A6:NM_001072,UGT1A7:NM_019077,UGT1A6:NM_205862,UGT1A8:NM_019076,UGT1A10:NM_019075,UGT1A4:NM_007120,UGT1A1:NM_000463,UGT1A3:NM_019093,UGT1A5:NM_019078
UMPS	chr3:124456620-124456860	240	-0.0913890457971015	0.0292874516891348	21.9333709913044	0.761835007745064	0.999983172729405	UMPS:NR_033437,UMPS:NM_000373,UMPS:NR_033434
VHL	chr3:10183500-10191678	960	-0.30866723747624	0.245221965759534	296.32054797719	0.512777166980459	0.999983172729405	VHL:NM_198156,VHL:NM_000551
WT1	chr11:32410503-32456927	3520	-0.040332265582207	0.190130368386685	141.969574849369	0.634051959706645	0.863621830993578	WT1:NM_001198552,WT1:NM_001198551,WT1:NM_024426,WT1:NM_024424,WT1:NM_000378
ZRSR2	chrX:15808517-15841388	3200	-0.0186225097655028	0.24337386500299	59.592031249609	0.554719771039422	0.999983172729406	ZRSR2:NM_005089
