Position	Probe	MeanCoverage
11:118342934-118343104	MLL_Cds_16743743_UserDefined_(33381824)_52951194.1	9188
11:118343108-118343278	MLL_Cds_16743743_UserDefined_(33381824)_52951195.1	6517
11:118343292-118343464	MLL_Cds_16743743_UserDefined_(33381824)_52951196.1	10115
11:118343472-118343642	MLL_Cds_16743743_UserDefined_(33381824)_52951197.1	7780
11:118343674-118343843	MLL_Cds_16743743_UserDefined_(33381824)_52951198.1	8569
11:118343846-118344015	MLL_Cds_16743743_UserDefined_(33381824)_52951199.1	7392
11:118344062-118344231	MLL_Cds_16743743_UserDefined_(33381824)_52951200.1	5707
11:118344256-118344425	MLL_Cds_16743743_UserDefined_(33381824)_52951201.1	11335
11:118344480-118344654	MLL_Cds_16743743_UserDefined_(33381824)_52951202.1	4612
11:118344730-118344903	MLL_Cds_16743743_UserDefined_(33381824)_52951203.1	5417
11:118344968-118345152	MLL_Cds_16743743_UserDefined_(33381824)_52951204.1	3398
11:118342236-118342408	MLL_Cds_16743743_UserDefined_(33381824)_52951205.1	3297
11:118342456-118342625	MLL_Cds_16743743_UserDefined_(33381824)_52951206.1	6603
11:118342652-118342821	MLL_Cds_16743743_UserDefined_(33381824)_52951207.1	13771
11:118342824-118342993	MLL_Cds_16743743_UserDefined_(33381824)_52951208.1	10360
11:118343018-118343188	MLL_Cds_16743743_UserDefined_(33381824)_52951209.1	7272
11:118343204-118343374	MLL_Cds_16743743_UserDefined_(33381824)_52951210.1	10116
11:118343384-118343554	MLL_Cds_16743743_UserDefined_(33381824)_52951211.1	8616
11:118343588-118343758	MLL_Cds_16743743_UserDefined_(33381824)_52951212.1	7982
11:118343762-118343931	MLL_Cds_16743743_UserDefined_(33381824)_52951213.1	8699
11:118343956-118344125	MLL_Cds_16743743_UserDefined_(33381824)_52951214.1	4866
11:118344148-118344318	MLL_Cds_16743743_UserDefined_(33381824)_52951215.1	8089
11:118344366-118344535	MLL_Cds_16743743_UserDefined_(33381824)_52951216.1	5881
11:118344600-118344784	MLL_Cds_16743743_UserDefined_(33381824)_52951217.1	3599
11:118344850-118345020	MLL_Cds_16743743_UserDefined_(33381824)_52951218.1	5047
11:118352521-118352709	MLL_Cds_16743792_UserDefined_(33381825)_52950638.1	4247
11:118352385-118352572	MLL_Cds_16743792_UserDefined_(33381825)_52950639.1	2966
11:118352661-118352849	MLL_Cds_16743792_UserDefined_(33381825)_52950640.1	2478
11:118367019-118367189	MLL_Cds_16744503_UserDefined_(33381826)_52951225.1	5845
11:118366901-118367073	MLL_Cds_16744503_UserDefined_(33381826)_52951226.1	5139
11:118360833-118361005	MLL_Cds_16744578_UserDefined_(33381827)_52950643.1	5792
11:118360715-118360886	MLL_Cds_16744578_UserDefined_(33381827)_52950644.1	3895
11:118347601-118347771	MLL_Cds_16744612_UserDefined_(33381828)_52951219.1	4840
11:118347475-118347655	MLL_Cds_16744612_UserDefined_(33381828)_52951220.1	6581
11:118366496-118366670	MLL_Cds_16744760_UserDefined_(33381829)_52950647.1	3192
11:118366372-118366548	MLL_Cds_16744760_UserDefined_(33381829)_52950648.1	1881
11:118353092-118353266	MLL_Cds_16744805_UserDefined_(33381830)_52951222.1	1184
11:118368722-118368892	MLL_Cds_16744978_UserDefined_(33381831)_52950649.1	3360
11:118368600-118368776	MLL_Cds_16744978_UserDefined_(33381831)_52950650.1	1721
11:118359390-118359572	MLL_Cds_16745167_UserDefined_(33381832)_52951223.1	2704
11:118359260-118359443	MLL_Cds_16745167_UserDefined_(33381832)_52951224.1	2199
11:118355650-118355826	MLL_Cds_16745218_UserDefined_(33381833)_52950641.1	1420
11:118355522-118355702	MLL_Cds_16745218_UserDefined_(33381833)_52950642.1	2368
11:118373125-118373294	MLL_Cds_16745275_UserDefined_(33381834)_52951260.1	7039
11:118373295-118373464	MLL_Cds_16745275_UserDefined_(33381834)_52951261.1	13290
11:118373471-118373640	MLL_Cds_16745275_UserDefined_(33381834)_52951262.1	8993
11:118373645-118373815	MLL_Cds_16745275_UserDefined_(33381834)_52951263.1	6504
11:118373843-118374012	MLL_Cds_16745275_UserDefined_(33381834)_52951264.1	5304
11:118374043-118374212	MLL_Cds_16745275_UserDefined_(33381834)_52951265.1	4691
11:118374215-118374384	MLL_Cds_16745275_UserDefined_(33381834)_52951266.1	8009
11:118374433-118374602	MLL_Cds_16745275_UserDefined_(33381834)_52951267.1	11509
11:118374603-118374772	MLL_Cds_16745275_UserDefined_(33381834)_52951268.1	7941
11:118374797-118374966	MLL_Cds_16745275_UserDefined_(33381834)_52951269.1	13088
11:118374969-118375138	MLL_Cds_16745275_UserDefined_(33381834)_52951270.1	13702
11:118375139-118375309	MLL_Cds_16745275_UserDefined_(33381834)_52951271.1	9275
11:118375335-118375505	MLL_Cds_16745275_UserDefined_(33381834)_52951272.1	5391
11:118375531-118375700	MLL_Cds_16745275_UserDefined_(33381834)_52951273.1	5525
11:118375731-118375900	MLL_Cds_16745275_UserDefined_(33381834)_52951274.1	12646
11:118375923-118376093	MLL_Cds_16745275_UserDefined_(33381834)_52951275.1	7819
11:118376121-118376290	MLL_Cds_16745275_UserDefined_(33381834)_52951276.1	11315
11:118376349-118376518	MLL_Cds_16745275_UserDefined_(33381834)_52951277.1	8741
11:118376527-118376696	MLL_Cds_16745275_UserDefined_(33381834)_52951278.1	6623
11:118376759-118376928	MLL_Cds_16745275_UserDefined_(33381834)_52951279.1	5995
11:118377003-118377177	MLL_Cds_16745275_UserDefined_(33381834)_52951280.1	8840
11:118377253-118377438	MLL_Cds_16745275_UserDefined_(33381834)_52951281.1	8786
11:118373035-118373205	MLL_Cds_16745275_UserDefined_(33381834)_52951282.1	7702
11:118373207-118373377	MLL_Cds_16745275_UserDefined_(33381834)_52951283.1	8072
11:118373381-118373550	MLL_Cds_16745275_UserDefined_(33381834)_52951284.1	13810
11:118373553-118373722	MLL_Cds_16745275_UserDefined_(33381834)_52951285.1	6078
11:118373733-118373902	MLL_Cds_16745275_UserDefined_(33381834)_52951286.1	6705
11:118373927-118374100	MLL_Cds_16745275_UserDefined_(33381834)_52951287.1	4639
11:118374127-118374297	MLL_Cds_16745275_UserDefined_(33381834)_52951288.1	7342
11:118374327-118374496	MLL_Cds_16745275_UserDefined_(33381834)_52951289.1	10715
11:118374521-118374690	MLL_Cds_16745275_UserDefined_(33381834)_52951290.1	8659
11:118374713-118374882	MLL_Cds_16745275_UserDefined_(33381834)_52951291.1	12034
11:118374883-118375053	MLL_Cds_16745275_UserDefined_(33381834)_52951292.1	11590
11:118375055-118375224	MLL_Cds_16745275_UserDefined_(33381834)_52951293.1	15188
11:118375249-118375418	MLL_Cds_16745275_UserDefined_(33381834)_52951294.1	7116
11:118375447-118375617	MLL_Cds_16745275_UserDefined_(33381834)_52951295.1	6010
11:118375643-118375812	MLL_Cds_16745275_UserDefined_(33381834)_52951296.1	7749
11:118375817-118375987	MLL_Cds_16745275_UserDefined_(33381834)_52951297.1	13224
11:118376037-118376206	MLL_Cds_16745275_UserDefined_(33381834)_52951298.1	10426
11:118376233-118376402	MLL_Cds_16745275_UserDefined_(33381834)_52951299.1	8837
11:118376435-118376604	MLL_Cds_16745275_UserDefined_(33381834)_52951300.1	9526
11:118376643-118376813	MLL_Cds_16745275_UserDefined_(33381834)_52951301.1	8231
11:118376875-118377057	MLL_Cds_16745275_UserDefined_(33381834)_52951302.1	5408
11:118377123-118377306	MLL_Cds_16745275_UserDefined_(33381834)_52951303.1	10398
11:118377383-118377565	MLL_Cds_16745275_UserDefined_(33381834)_52951304.1	5021
11:118382623-118382799	MLL_Cds_16745457_UserDefined_(33381835)_52950653.1	1837
1:43815008-43815179	MPL_Exon_1_Cds_16662852_UserDefined_(33381836)_52950567.1	757
1:43814874-43815057	MPL_Exon_1_Cds_16662852_UserDefined_(33381836)_52950568.1	680
3:38181970-38182145	MYD88_Exon_3+MYD88_Exon_4_UserDefined_(33381850)_52950575.1	1387
3:38182214-38182383	MYD88_Exon_3+MYD88_Exon_4_UserDefined_(33381850)_52950576.1	4688
3:38181850-38182024	MYD88_Exon_3+MYD88_Exon_4_UserDefined_(33381850)_52950577.1	1911
3:38182096-38182269	MYD88_Exon_3+MYD88_Exon_4_UserDefined_(33381850)_52950578.1	4551
3:38182716-38182886	MYD88_Exon_5+MYD88_Exon_5_UserDefined_(33381851)_52950694.1	2178
3:38182588-38182766	MYD88_Exon_5+MYD88_Exon_5_UserDefined_(33381851)_52950695.1	1498
9:139402785-139402955	NOTCH1_Exon_20_Cds_17107091_UserDefined_(33381852)_52950689.1	1501
9:139402651-139402833	NOTCH1_Exon_20_Cds_17107091_UserDefined_(33381852)_52950690.1	977
9:139399228-139399413	NOTCH1_Exon_26_Cds_17103779_UserDefined_(33381853)_52950595.1	3589
9:139399480-139399667	NOTCH1_Exon_26_Cds_17103779_UserDefined_(33381853)_52950596.1	2711
9:139399090-139399275	NOTCH1_Exon_26_Cds_17103779_UserDefined_(33381853)_52950597.1	3242
9:139399364-139399534	NOTCH1_Exon_26_Cds_17103779_UserDefined_(33381853)_52950598.1	3957
9:139397733-139397902	NOTCH1_Exon_27_Cds_17106799_UserDefined_(33381854)_52950593.1	2916
9:139397601-139397784	NOTCH1_Exon_27_Cds_17106799_UserDefined_(33381854)_52950594.1	1101
9:139390538-139390712	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950725.1	4232
9:139390776-139390946	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950726.1	4862
9:139390982-139391151	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950727.1	5556
9:139391182-139391367	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950728.1	1847
9:139391444-139391619	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950729.1	7600
9:139390446-139390615	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950730.1	2739
9:139390660-139390830	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950731.1	2703
9:139390868-139391037	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950732.1	4540
9:139391070-139391239	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950733.1	4095
9:139391322-139391493	NOTCH1_Exon_34_Cds_17106080_UserDefined_(33381855)_52950734.1	3543
5:170819783-170819953	NPM1+NPM1_UserDefined_(33381856)_52950572.1	4577
5:170819673-170819845	NPM1+NPM1_UserDefined_(33381856)_52950573.1	2550
5:170819889-170820065	NPM1+NPM1_UserDefined_(33381856)_52950574.1	1716
5:170827806-170827976	NPM1_Cds_17021256_UserDefined_(33381857)_52950403.1	2017
5:170827124-170827308	NPM1_Cds_17022232_UserDefined_(33381858)_52950620.1	1024
5:170818675-170818861	NPM1_Cds_17022256_UserDefined_(33381859)_52950402.1	1437
5:170832309-170832483	NPM1_Cds_17022273_UserDefined_(33381860)_52950621.1	2003
5:170832195-170832364	NPM1_Cds_17022273_UserDefined_(33381860)_52950622.1	2101
5:170814924-170815111	NPM1_Cds_17022671_UserDefined_(33381861)_52950401.1	824
5:170837492-170837662	NPM1_Cds_17023271_UserDefined_(33381862)_52950735.1	1089
5:170834669-170834850	NPM1_Cds_17023277_UserDefined_(33381863)_52950368.1	1404
5:170817014-170817184	NPM1_Cds_17024654_UserDefined_(33381864)_52950619.1	654
5:170833366-170833535	NPM1_Cds_17025664_UserDefined_(33381865)_52950429.1	740
5:170818394-170818574	NPM1_Cds_17025805_UserDefined_(33381866)_52950691.1	1610
5:170818266-170818448	NPM1_Cds_17025805_UserDefined_(33381866)_52950692.1	1073
1:115258642-115258830	NRAS_Cds_16673855_UserDefined_(33381867)_52950660.1	4383
1:115256514-115256700	NRAS_Cds_16676341_UserDefined_(33381868)_52950599.1	1265
1:115256388-115256568	NRAS_Cds_16676341_UserDefined_(33381868)_52950600.1	2270
1:115252285-115252474	NRAS_Cds_16677908_UserDefined_(33381869)_52950654.1	2052
1:115252155-115252339	NRAS_Cds_16677908_UserDefined_(33381869)_52950655.1	1673
1:115251232-115251401	NRAS_Cds_16678533_UserDefined_(33381870)_52950721.1	3252
1:115251118-115251288	NRAS_Cds_16678533_UserDefined_(33381870)_52950722.1	8354
4:55141095-55141271	PDGFRA_Exon_12_Cds_16990666_UserDefined_(33381871)_52950588.1	2000
4:55140975-55141149	PDGFRA_Exon_12_Cds_16990666_UserDefined_(33381871)_52950589.1	1016
4:55143634-55143809	PDGFRA_Exon_13_Cds_16991933_UserDefined_(33381872)_52950679.1	2554
4:55143516-55143685	PDGFRA_Exon_13_Cds_16991933_UserDefined_(33381872)_52950680.1	3140
4:55144028-55144215	PDGFRA_Exon_14_Cds_16992841_UserDefined_(33381873)_52950590.1	1139
4:55144622-55144810	PDGFRA_Exon_15_Cds_16992876_UserDefined_(33381874)_52950681.1	2070
4:55144496-55144675	PDGFRA_Exon_15_Cds_16992876_UserDefined_(33381874)_52950682.1	1304
4:55146568-55146750	PDGFRA_Exon_16_Cds_16993216_UserDefined_(33381875)_52950683.1	2213
4:55146450-55146622	PDGFRA_Exon_16_Cds_16993216_UserDefined_(33381875)_52950684.1	1105
4:55151625-55151814	PDGFRA_Exon_17_Cds_16994058_UserDefined_(33381876)_52950685.1	2672
4:55151503-55151679	PDGFRA_Exon_17_Cds_16994058_UserDefined_(33381876)_52950686.1	1171
4:55152103-55152275	PDGFRA_Exon_18_Cds_16992759_UserDefined_(33381877)_52950591.1	2598
4:55151975-55152157	PDGFRA_Exon_18_Cds_16992759_UserDefined_(33381877)_52950592.1	2957
4:55153698-55153884	PDGFRA_Exon_19_Cds_16992315_UserDefined_(33381878)_52950687.1	3071
4:55153564-55153752	PDGFRA_Exon_19_Cds_16992315_UserDefined_(33381878)_52950688.1	1470
4:55155053-55155232	PDGFRA_Exon_20+PDGFRA_Exon_21_UserDefined_(32935734)_52950569.1	3334
4:55154933-55155104	PDGFRA_Exon_20+PDGFRA_Exon_21_UserDefined_(32935734)_52950570.1	3213
4:55155177-55155348	PDGFRA_Exon_20+PDGFRA_Exon_21_UserDefined_(32935734)_52950571.1	3356
X:133547613-133547784	PHF6+PHF6+PHF6_UserDefined_(33446130)_52950326.1	2020
X:133547857-133548027	PHF6+PHF6+PHF6_UserDefined_(33446130)_52950327.1	6107
X:133547483-133547669	PHF6+PHF6+PHF6_UserDefined_(33446130)_52950328.1	1448
X:133547723-133547911	PHF6+PHF6+PHF6_UserDefined_(33446130)_52950329.1	2245
X:133549137-133549325	PHF6+PHF6_UserDefined_(33381879)_52951234.1	896
X:133549005-133549194	PHF6+PHF6_UserDefined_(33381879)_52951235.1	1828
X:133551296-133551472	PHF6_Cds_17119870_UserDefined_(33381881)_52951254.1	798
X:133551166-133551353	PHF6_Cds_17119870_UserDefined_(33381881)_52951255.1	630
X:133527882-133528051	PHF6_Cds_17122128_UserDefined_(33446131)_52950428.1	2830
X:133512034-133512218	PHF6_Cds_17122505_UserDefined_(33381883)_52951252.1	2491
X:133511906-133512088	PHF6_Cds_17122505_UserDefined_(33381883)_52951253.1	1626
X:133527604-133527774	PHF6_Cds_17123991_UserDefined_(33446132)_52950426.1	4144
X:133527478-133527658	PHF6_Cds_17123991_UserDefined_(33446132)_52950427.1	1646
X:133559314-133559500	PHF6_Cds_17124105_UserDefined_(33381885)_52950723.1	1194
X:133559196-133559369	PHF6_Cds_17124105_UserDefined_(33381885)_52950724.1	1566
X:133511677-133511856	PHF6_Cds_17124169_UserDefined_(33446133)_52951250.1	741
X:133511561-133511730	PHF6_Cds_17124169_UserDefined_(33446133)_52951251.1	1614
10:89711886-89712058	PTEN_Cds_16707254_UserDefined_(33082925)_52950601.1	1413
10:89711770-89711941	PTEN_Cds_16707254_UserDefined_(33082925)_52950602.1	2523
9:33676091-33676275	PTEN_Cds_16707254_UserDefined_(33082925)_52950602.PTEN_Cds_16709226_UserDefined_(33381900)_52950350.2	94
10:89653789-89653971	PTEN_Cds_16707550_UserDefined_(33381899)_52950345.1	4548
10:89653657-89653846	PTEN_Cds_16707550_UserDefined_(33381899)_52950346.1	2679
9:33676506-33676682	PTEN_Cds_16707550_UserDefined_(33381899)_52950346.PTEN_Cds_16710363_UserDefined_(33083742)_52950661.2	1665
10:89720682-89720870	PTEN_Cds_16708642_UserDefined_(33083719)_52950605.1	2635
9:33675629-33675817	PTEN_Cds_16708642_UserDefined_(33083719)_52950605.2	3269
10:89720550-89720738	PTEN_Cds_16708642_UserDefined_(33083719)_52950606.1	1388
10:89720814-89720984	PTEN_Cds_16708642_UserDefined_(33083719)_52950607.1	815
10:89692767-89692945	PTEN_Cds_16709226_UserDefined_(33381900)_52950348.1	3688
9:33676221-33676399	PTEN_Cds_16709226_UserDefined_(33381900)_52950348.2	119
10:89692639-89692821	PTEN_Cds_16709226_UserDefined_(33381900)_52950349.1	2155
10:89692891-89693065	PTEN_Cds_16709226_UserDefined_(33381900)_52950350.1	2718
10:89725121-89725296	PTEN_Cds_16709532_UserDefined_(33083779)_52950696.1	1093
9:33675371-33675546	PTEN_Cds_16709532_UserDefined_(33083779)_52950696.2	295
17:54445469-54445641	PTEN_Cds_16709532_UserDefined_(33083779)_52950696.3	0
10:89725001-89725176	PTEN_Cds_16709532_UserDefined_(33083779)_52950697.1	2314
9:33675491-33675685	PTEN_Cds_16709532_UserDefined_(33083779)_52950697.PTEN_Cds_16708642_UserDefined_(33083719)_52950607.2	2182
10:89685237-89685409	PTEN_Cds_16710048_UserDefined_(33381901)_52950353.1	4670
10:89624194-89624368	PTEN_Cds_16710363_UserDefined_(33083742)_52950661.1	2009
10:89690754-89690929	PTEN_Cds_16710989_UserDefined_(33446138)_52950347.1	2920
10:89717703-89717892	PTEN_Cds_16711666_UserDefined_(33083696)_52950603.1	701
10:89717567-89717753	PTEN_Cds_16711666_UserDefined_(33083696)_52950604.1	409
13:48954306-48954486	RB1+RB1_UserDefined_(33381911)_52951008.1	4886
13:48954186-48954362	RB1+RB1_UserDefined_(33381911)_52951009.1	4300
13:49039121-49039295	RB1+RB1_UserDefined_(33381912)_52950579.1	2831
13:49039355-49039529	RB1+RB1_UserDefined_(33381912)_52950580.1	5741
13:49038999-49039177	RB1+RB1_UserDefined_(33381912)_52950581.1	983
13:49039239-49039409	RB1+RB1_UserDefined_(33381912)_52950582.1	4196
13:49039475-49039663	RB1+RB1_UserDefined_(33381912)_52950583.1	4370
13:48939067-48939239	RB1_Cds_16774436_UserDefined_(33381913)_52950379.1	2301
13:48938941-48939120	RB1_Cds_16774436_UserDefined_(33381913)_52950380.1	2273
13:48953723-48953911	RB1_Cds_16774787_UserDefined_(33381914)_52951256.1	1143
13:48953607-48953778	RB1_Cds_16774787_UserDefined_(33381914)_52951257.1	2320
13:48921890-48922079	RB1_Cds_16774918_UserDefined_(33381915)_52950374.1	755
13:48934214-48934396	RB1_Cds_16775197_UserDefined_(33381916)_52950628.1	1816
13:48934098-48934272	RB1_Cds_16775197_UserDefined_(33381916)_52950629.1	1024
13:49030413-49030587	RB1_Cds_16776296_UserDefined_(33381917)_52950384.1	2618
13:49030293-49030465	RB1_Cds_16776296_UserDefined_(33381917)_52950385.1	3725
13:48878036-48878221	RB1_Cds_16776892_UserDefined_(33381918)_52950623.1	1798
13:48877912-48878085	RB1_Cds_16776892_UserDefined_(33381918)_52950624.1	889
13:48878174-48878363	RB1_Cds_16776892_UserDefined_(33381918)_52950625.1	3849
13:48947498-48947683	RB1_Cds_16776972_UserDefined_(33446139)_52950383.1	1825
13:49033845-49034021	RB1_Cds_16777589_UserDefined_(33381920)_52951258.1	5508
13:49033731-49033900	RB1_Cds_16777589_UserDefined_(33381920)_52951259.1	1571
13:48919281-48919470	RB1_Cds_16777615_UserDefined_(33446140)_52950372.1	2653
13:48919157-48919336	RB1_Cds_16777615_UserDefined_(33446140)_52950373.1	3018
13:48916802-48916991	RB1_Cds_16777760_UserDefined_(33381922)_52950626.1	2175
13:48916678-48916858	RB1_Cds_16777760_UserDefined_(33381922)_52950627.1	881
13:48881399-48881568	RB1_Cds_16777882_UserDefined_(33446141)_52950369.1	3272
13:48881309-48881478	RB1_Cds_16777882_UserDefined_(33446141)_52950370.1	3421
13:48881513-48881693	RB1_Cds_16777882_UserDefined_(33446141)_52950371.1	1668
13:49051422-49051606	RB1_Cds_16778037_UserDefined_(33381924)_52950637.1	271
13:49050908-49051080	RB1_Cds_16778195_UserDefined_(33446142)_52950388.1	4716
13:49050790-49050963	RB1_Cds_16778195_UserDefined_(33446142)_52950389.1	3032
13:49047433-49047616	RB1_Cds_16778251_UserDefined_(33381926)_52950636.1	699
13:48923111-48923289	RB1_Cds_16778717_UserDefined_(33446143)_52950375.1	4772
13:48922999-48923168	RB1_Cds_16778717_UserDefined_(33446143)_52950376.1	4486
13:49054091-49054269	RB1_Cds_16778862_UserDefined_(33381928)_52950693.1	800
13:49027182-49027352	RB1_Cds_16779276_UserDefined_(33446144)_52950338.1	2063
13:49027068-49027238	RB1_Cds_16779276_UserDefined_(33446144)_52950339.1	2747
13:48955456-48955630	RB1_Cds_16779495_UserDefined_(33381930)_52950634.1	958
13:48955328-48955510	RB1_Cds_16779495_UserDefined_(33381930)_52950635.1	795
13:48936966-48937153	RB1_Cds_16780059_UserDefined_(33446145)_52950377.1	3221
13:48936844-48937013	RB1_Cds_16780059_UserDefined_(33446145)_52950378.1	3972
13:48942686-48942874	RB1_Cds_16780060_UserDefined_(33381932)_52950630.1	1291
13:48942570-48942740	RB1_Cds_16780060_UserDefined_(33381932)_52950631.1	2391
13:48941623-48941792	RB1_Cds_16780234_UserDefined_(33446146)_52950381.1	4682
13:48941539-48941709	RB1_Cds_16780234_UserDefined_(33446146)_52950382.1	4540
13:48951139-48951309	RB1_Cds_16780367_UserDefined_(33381934)_52950632.1	3718
13:48951011-48951196	RB1_Cds_16780367_UserDefined_(33381934)_52950633.1	2724
13:49037932-49038102	RB1_Cds_16780650_UserDefined_(33446147)_52950386.1	1990
13:49037812-49037986	RB1_Cds_16780650_UserDefined_(33446147)_52950387.1	4088
21:36259225-36259414	RUNX1_Exon_4_Cds_16942774_UserDefined_(33381953)_52950783.1	3641
21:36259097-36259277	RUNX1_Exon_4_Cds_16942774_UserDefined_(33381953)_52950784.1	4192
21:36259359-36259529	RUNX1_Exon_4_Cds_16942774_UserDefined_(33381953)_52950785.1	4178
21:36252949-36253134	RUNX1_Exon_5_Cds_16941233_UserDefined_(33381954)_52950750.1	2573
21:36252819-36253000	RUNX1_Exon_5_Cds_16941233_UserDefined_(33381954)_52950751.1	3138
21:36231736-36231918	RUNX1_Exon_6_Cds_16939320_UserDefined_(33381955)_52950749.1	4926
21:36206806-36206992	RUNX1_Exon_7_Cds_16941330_UserDefined_(33381956)_52950747.1	2515
21:36206672-36206857	RUNX1_Exon_7_Cds_16941330_UserDefined_(33381956)_52950748.1	3911
21:36171691-36171861	RUNX1_Exon_8_Cds_16942423_UserDefined_(33381957)_52950745.1	5086
21:36171565-36171744	RUNX1_Exon_8_Cds_16942423_UserDefined_(33381957)_52950746.1	8461
2:198267279-198267448	SF3B1_Exon_14_Cds_16918020_UserDefined_(33446149)_52950779.1	4358
2:198267513-198267701	SF3B1_Exon_14_Cds_16918020_UserDefined_(33446149)_52950780.1	4914
2:198267161-198267336	SF3B1_Exon_14_Cds_16918020_UserDefined_(33446149)_52950781.1	3762
2:198267395-198267567	SF3B1_Exon_14_Cds_16918020_UserDefined_(33446149)_52950782.1	6311
2:198266547-198266716	SF3B1_Exon_16+SF3B1_Exon_15_UserDefined_(33381959)_52950736.1	2695
2:198266781-198266969	SF3B1_Exon_16+SF3B1_Exon_15_UserDefined_(33381959)_52950737.1	1308
2:198266429-198266603	SF3B1_Exon_16+SF3B1_Exon_15_UserDefined_(33381959)_52950738.1	2094
2:198266659-198266834	SF3B1_Exon_16+SF3B1_Exon_15_UserDefined_(33381959)_52950739.1	2091
17:74732874-74733059	SRSF2_Exon_1_Cds_16853754_UserDefined_(33381965)_52950788.1	4528
17:74733130-74733307	SRSF2_Exon_1_Cds_16853754_UserDefined_(33381965)_52950789.1	6531
17:74732744-74732925	SRSF2_Exon_1_Cds_16853754_UserDefined_(33381965)_52950790.1	1446
17:74733004-74733181	SRSF2_Exon_1_Cds_16853754_UserDefined_(33381965)_52950791.1	10172
X:123185056-123185239	STAG2+STAG2_UserDefined_(33381966)_52950430.1	1507
X:123184926-123185112	STAG2+STAG2_UserDefined_(33381966)_52950431.1	766
X:123185184-123185370	STAG2+STAG2_UserDefined_(33381966)_52950432.1	2131
X:123196821-123197009	STAG2+STAG2_UserDefined_(33381967)_52950433.1	3568
X:123196709-123196878	STAG2+STAG2_UserDefined_(33381967)_52950434.1	2661
X:123196955-123197125	STAG2+STAG2_UserDefined_(33381967)_52950435.1	2448
X:123224440-123224610	STAG2+STAG2_UserDefined_(33381968)_52950436.1	1819
X:123224682-123224856	STAG2+STAG2_UserDefined_(33381968)_52950437.1	2140
X:123224316-123224493	STAG2+STAG2_UserDefined_(33381968)_52950438.1	2915
X:123224556-123224736	STAG2+STAG2_UserDefined_(33381968)_52950439.1	2810
X:123200074-123200252	STAG2+STAG2_UserDefined_(33381969)_52950752.1	3566
X:123199946-123200128	STAG2+STAG2_UserDefined_(33381969)_52950753.1	2898
X:123200198-123200368	STAG2+STAG2_UserDefined_(33381969)_52950754.1	4149
X:123159655-123159825	STAG2_Cds_17120179_UserDefined_(33381970)_52951309.1	3064
X:123195155-123195325	STAG2_Cds_17120185_UserDefined_(33381971)_52950764.1	3947
X:123195041-123195211	STAG2_Cds_17120185_UserDefined_(33381971)_52950765.1	2307
X:123220494-123220678	STAG2_Cds_17120311_UserDefined_(33381972)_52950768.1	2309
X:123220362-123220548	STAG2_Cds_17120311_UserDefined_(33381972)_52950769.1	3520
X:123234391-123234577	STAG2_Cds_17120479_UserDefined_(33381973)_52950792.1	3281
X:123189943-123190125	STAG2_Cds_17120708_UserDefined_(33381974)_52950761.1	1140
X:123179097-123179278	STAG2_Cds_17120757_UserDefined_(33381975)_52950756.1	797
X:123178973-123179154	STAG2_Cds_17120757_UserDefined_(33381975)_52950757.1	771
X:123181281-123181453	STAG2_Cds_17120850_UserDefined_(33381976)_52950758.1	3274
X:123181163-123181333	STAG2_Cds_17120850_UserDefined_(33381976)_52950759.1	2187
X:123195696-123195880	STAG2_Cds_17120874_UserDefined_(33381977)_52950766.1	1832
X:123195570-123195750	STAG2_Cds_17120874_UserDefined_(33381977)_52950767.1	948
X:123182816-123183004	STAG2_Cds_17121370_UserDefined_(33381978)_52950760.1	2701
X:123191725-123191895	STAG2_Cds_17121424_UserDefined_(33381979)_52950762.1	4053
X:123191591-123191779	STAG2_Cds_17121424_UserDefined_(33381979)_52950763.1	2451
X:123229183-123229369	STAG2_Cds_17121457_UserDefined_(33381980)_52950772.1	1369
X:123227945-123228133	STAG2_Cds_17122047_UserDefined_(33381981)_52950770.1	2355
X:123227827-123227999	STAG2_Cds_17122047_UserDefined_(33381981)_52950771.1	961
X:123176384-123176559	STAG2_Cds_17122085_UserDefined_(33381982)_52950755.1	1213
X:123215329-123215515	STAG2_Cds_17122739_UserDefined_(33381983)_52951069.1	1092
X:123215195-123215384	STAG2_Cds_17122739_UserDefined_(33381983)_52951070.1	2785
X:123217286-123217456	STAG2_Cds_17122776_UserDefined_(33381984)_52951071.1	2625
X:123217156-123217339	STAG2_Cds_17122776_UserDefined_(33381984)_52951072.1	2551
X:123164894-123165064	STAG2_Cds_17122965_UserDefined_(33381985)_52951055.1	1092
X:123164774-123164949	STAG2_Cds_17122965_UserDefined_(33381985)_52951056.1	1146
X:123202457-123202627	STAG2_Cds_17123472_UserDefined_(33381986)_52951061.1	2457
X:123202343-123202512	STAG2_Cds_17123472_UserDefined_(33381986)_52951062.1	938
