Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
3451	0	BI427750478_2553	chr11	125507250	125507370	-0.321	-0.391251637250726	0.049	-0.318	120	0.449021540196002	0.999803754508858	loss	278.864	347.185	237.975	405.525	-0.453	-0.229	3
3452	0	BI427750478_2554	chr11	125507290	125507410	-0.329	-0.36693409799329	0.053	-0.328	120	0.421433430970109	0.999803754508858	loss	317.982	400.047	271.417	467.358	-0.439	-0.229	3
3453	0	BI427750478_2555	chr11	125507330	125507450	-0.354	-0.384013592434273	0.05	-0.364	120	0.3845434366705	0.999803754508858	loss	325.887	416.675	278.175	486.808	-0.439	-0.229	4
3454	0	BI427750478_2556	chr11	125507370	125507490	-0.321	-0.368868425837122	0.095	-0.362	120	0.437401513723799	0.999803754508858	loss	304.754	383.647	260.108	448.175	-0.439	-0.11	3
3455	0	BI427750478_2557	chr11	125507410	125507530	-0.269	-0.36203458447442	0.092	-0.276	120	0.517503106053359	0.999803754508858	loss	256.63	311.75	218.967	364.075	-0.413	-0.11	2
3456	0	BI427750478_2558	chr11	125513599	125513719	-0.333	-0.416318053433583	0.125	-0.304	120	0.441769974725147	0.999803754508858	loss	265.178	327.117	226.275	382.05	-0.59	-0.109	3
3457	0	BI427750478_2559	chr11	125513639	125513759	-0.224	-0.262165359679312	0.073	-0.216	120	0.566069496885454	0.999803754508858	loss	331.804	385.521	283.233	450.367	-0.396	-0.109	3
3458	0	BI427750478_2560	chr11	125513679	125513799	-0.203	-0.226366642614471	0.051	-0.21	120	0.597904891553259	0.999803754508858	loss	355.335	408.461	303.35	477.2	-0.345	-0.109	4
3459	0	BI427750478_2561	chr11	125513719	125513839	-0.283	-0.317445208437397	0.138	-0.23	120	0.480444636102901	0.999803754508858	loss	330.39	398.344	282.025	465.367	-0.574	-0.11	3
3460	0	BI427750478_2562	chr11	125513759	125513879	-0.448	-0.508995024150438	0.177	-0.486	120	0.308213227244958	0.999803754508858	loss	278.123	372.996	237.342	435.717	-0.715	-0.183	3
3461	0	BI427750478_2563	chr11	125513953	125514073	-0.421	-0.423208531352423	0.055	-0.424	120	0.27680412045253	0.999803754508858	loss	358.561	476.953	306.108	557.317	-0.543	-0.332	4
3462	0	BI427750478_2564	chr11	125513993	125514113	-0.38	-0.349491765353862	0.04	-0.369	120	0.285386152113704	0.999803754508858	loss	417.632	542.261	356.608	633.708	-0.48	-0.314	5
3463	0	BI427750478_2565	chr11	125514033	125514153	-0.386	-0.355307142705843	0.044	-0.371	120	0.276932251827561	0.999803754508858	loss	416.881	543.764	355.967	635.467	-0.5	-0.314	5
3464	0	BI427750478_2566	chr11	125514073	125514193	-0.423	-0.426692594436894	0.063	-0.43	120	0.276324860775115	0.999803754508858	loss	356.417	473.854	304.275	553.692	-0.528	-0.314	4
3465	0	BI427750478_2567	chr11	125514311	125514431	-0.137	-0.175739566392177	0.092	-0.097	120	0.701147241522977	0.999803754508858	loss	343.403	372.177	293.15	434.758	-0.446	-0.032	3
3466	0	BI427750478_2568	chr11	125514351	125514471	-0.104	-0.0851572576094909	0.042	-0.094	120	0.807365885769467	0.999803754508858	loss	439.613	473.939	375.4	553.792	-0.201	-0.032	4
3467	0	BI427750478_2569	chr11	125514391	125514511	-0.127	-0.0791616711707432	0.042	-0.129	120	0.789650858796839	0.999803754508858	loss	493.352	539.76	421.342	630.783	-0.201	-0.045	5
3468	0	BI427750478_2570	chr11	125514431	125514551	-0.191	-0.144919632044605	0.07	-0.173	120	0.62842910902925	0.999803754508858	loss	479.871	545.566	409.817	637.575	-0.357	-0.075	5
3469	0	BI427750478_2571	chr11	125514471	125514591	-0.309	-0.302305686106041	0.17	-0.269	120	0.41676517206941	0.999803754508858	loss	393.594	474.075	336.058	553.95	-0.739	-0.114	4
3470	0	BI427750478_2572	chr11	125514511	125514631	-0.571	-0.647150440518421	0.301	-0.507	120	0.220181627713211	0.999803754508858	loss	258.57	352.009	220.625	411.167	-1.239	-0.156	3
3471	0	BI427750478_2573	chr11	125523550	125523670	-0.332	-0.447728562317223	0.056	-0.337	120	0.456522033711475	0.999803754508858	loss	228.342	287.876	194.783	336.15	-0.457	-0.226	2
3472	0	BI427750478_2574	chr11	125523590	125523710	-0.373	-0.441298546205273	0.069	-0.37	120	0.389812267684469	0.999803754508858	loss	275.024	356.233	234.692	416.108	-0.532	-0.226	3
3473	0	BI427750478_2575	chr11	125523630	125523750	-0.447	-0.508265650137534	0.132	-0.396	120	0.309396525865698	0.999803754508858	loss	276.456	373.916	235.917	436.792	-0.752	-0.226	3
3474	0	BI427750478_2576	chr11	125523670	125523790	-0.692	-0.790894277397039	0.287	-0.608	120	0.165528732966774	0.999803754508858	loss	218.897	335.53	186.708	391.892	-1.237	-0.304	2
3475	0	BI427750478_2577	chr11	125523710	125523830	-0.94	-1.11860060431683	0.266	-1.093	120	0.113967880123645	0.999803754508858	loss	142.212	253.167	121.15	295.55	-1.274	-0.455	2
3476	0	BI427750478_2578	chr11	125525078	125525198	-0.446	-0.484591356284686	0.193	-0.398	120	0.289659204957273	0.999803754508858	loss	310.369	405.661	264.908	473.925	-1.064	-0.206	3
3477	0	BI427750478_2579	chr11	125525118	125525238	-0.327	-0.301141929084183	0.066	-0.319	120	0.370059871846942	0.999803754508858	loss	418.889	522.256	357.683	610.308	-0.451	-0.206	4
3478	0	BI427750478_2580	chr11	125525158	125525278	-0.268	-0.213150374148552	0.043	-0.258	120	0.456003623541679	0.999803754508858	loss	483.039	581.259	412.525	679.325	-0.357	-0.199	5
3479	0	BI427750478_2581	chr11	125525198	125525318	-0.25	-0.188295319114497	0.043	-0.24	120	0.494104898140265	0.999803754508858	loss	500.448	595.251	427.408	695.692	-0.353	-0.191	5
3480	0	BI427750478_2582	chr11	125525238	125525358	-0.244	-0.192120426912629	0.032	-0.24	120	0.508416534726422	0.999803754508858	loss	481.421	569.553	411.142	665.633	-0.312	-0.191	5
3481	0	BI427750478_2583	chr11	125525278	125525398	-0.296	-0.261739710196183	0.075	-0.286	120	0.4134487667809	0.999803754508858	loss	438.745	536.547	374.658	627.025	-0.456	-0.191	5
3482	0	BI427750478_2584	chr11	125525318	125525438	-0.405	-0.393120480116413	0.123	-0.386	120	0.278090493218569	0.999803754508858	loss	383.067	503.897	327.058	588.833	-0.632	-0.193	4
3483	0	BI427750478_2585	chr11	125525358	125525478	-0.505	-0.506935833595514	0.096	-0.552	120	0.192092311676058	0.999803754508858	loss	346.377	490.104	295.692	572.7	-0.632	-0.294	4
3484	0	BI427750478_2586	chr11	125525398	125525518	-0.526	-0.535959272337237	0.073	-0.552	120	0.184451896159742	0.999803754508858	loss	331.268	477.224	282.775	557.633	-0.632	-0.36	4
3485	0	BI427750478_2587	chr11	125525438	125525558	-0.441	-0.463841884977251	0.124	-0.467	120	0.278724776651589	0.999803754508858	loss	323.596	441.902	276.217	516.317	-0.613	-0.154	4
3486	0	BI427750478_2588	chr11	125525478	125525598	-0.28	-0.333442381400398	0.154	-0.3	120	0.492119713575295	0.999803754508858	loss	300.787	371.529	256.717	434	-0.547	-0.018	3
3487	0	BI427750478_2589	chr11	125525518	125525638	-0.142	-0.246861898349715	0.124	-0.104	120	0.671175936759548	0.999803754508858	loss	254.602	285.967	217.233	333.917	-0.366	0.09	2
3488	0	BI427750478_2590	chr11	125525558	125525678	-0.056	-0.225390932480091	0.074	-0.069	120	0.744686449324114	0.999803754508858	loss	201.185	209.945	171.567	244.992	-0.198	0.11	2
3489	0	BI427750478_2685	chr12	11802956	11803076	0.331	0.241663909686038	0.052	0.322	120	0.661806645287423	0.999803754508858	gain	321.364	256.003	274.308	298.867	0.256	0.5	2
3490	0	BI427750478_2686	chr12	11802996	11803116	0.351	0.30267530956752	0.072	0.333	120	0.524718623480838	0.999803754508858	gain	385.494	301.576	329.133	352.175	0.256	0.551	3
3491	0	BI427750478_2687	chr12	11803036	11803156	0.423	0.377919824200162	0.086	0.411	120	0.421125936765696	0.999803754508858	gain	398.605	297.986	340.342	347.975	0.294	0.557	3
3492	0	BI427750478_2688	chr12	11803076	11803196	0.51	0.431850290446418	0.089	0.521	120	0.416560558423731	0.999803754508858	gain	353.98	251.443	302.192	293.533	0.313	0.715	3
3493	0	BI427750478_2689	chr12	11905287	11905407	0.229	0.195329945685754	0.119	0.224	120	0.663153430899244	0.999803754508858	gain	396.587	334.547	338.617	390.742	0.001	0.486	3
3494	0	BI427750478_2690	chr12	11905327	11905447	0.401	0.388381578028011	0.176	0.35	120	0.342173822341888	0.999803754508858	gain	455.131	344.293	388.667	402.142	0.123	0.703	4
3495	0	BI427750478_2691	chr12	11905367	11905487	0.63	0.613227127277482	0.231	0.627	120	0.141167047739535	0.999803754508858	gain	474.558	310.902	405.275	363.083	0.304	1.073	4
3496	0	BI427750478_2692	chr12	11905407	11905527	0.831	0.784259696245614	0.17	0.881	120	0.0972198549277608	0.999803754508858	gain	440.139	251.564	375.85	293.675	0.49	1.073	3
3497	0	BI427750478_2693	chr12	11905447	11905567	0.895	0.795819800155896	0.108	0.9	120	0.16330400025254	0.999803754508858	gain	360.901	192.854	308.108	225	0.634	1.073	2
3498	0	BI427750478_2694	chr12	11905487	11905607	0.834	0.656734246380778	0.135	0.866	120	0.351878776186358	0.999803754508858	gain	256.912	140.712	219.208	164.008	0.573	1.058	2
3499	0	BI427750478_2695	chr12	11992034	11992154	0.305	0.236210579156648	0.061	0.331	120	0.645888148695033	0.999803754508858	gain	346.542	283.402	295.833	330.917	0.171	0.388	3
3500	0	BI427750478_2696	chr12	11992074	11992194	0.247	0.238863439825215	0.082	0.224	120	0.550781480472845	0.999803754508858	gain	440.139	374.628	375.85	437.625	0.103	0.388	4
3501	0	BI427750478_2697	chr12	11992114	11992234	0.166	0.185049102927356	0.059	0.168	120	0.595811199155081	0.999803754508858	gain	483.058	431.294	412.542	503.908	0.077	0.316	4
3502	0	BI427750478_2698	chr12	11992154	11992274	0.106	0.108790020381962	0.06	0.106	120	0.774468869218683	0.999803754508858	gain	443.532	409.886	378.75	478.867	-0.045	0.24	4
3503	0	BI427750478_2699	chr12	12006266	12006386	0.162	0.097998763865026	0.124	0.155	120	0.846171195831047	0.999803754508858	gain	335.508	307.361	286.4	358.942	-0.055	0.432	3
3504	0	BI427750478_2700	chr12	12006306	12006426	0.08	0.0723681079916606	0.062	0.064	120	0.856225800959524	0.999803754508858	gain	418.646	397.867	357.475	464.808	-0.055	0.224	4
3505	0	BI427750478_2701	chr12	12006346	12006466	0.085	0.100757361157008	0.069	0.065	120	0.776607892953745	0.999803754508858	gain	464.538	437.136	396.708	510.742	-0.055	0.247	4
3506	0	BI427750478_2702	chr12	12006386	12006506	0.145	0.172974763388339	0.076	0.157	120	0.602305484887723	0.999803754508858	gain	499.054	450.579	426.217	526.467	0.019	0.266	5
3507	0	BI427750478_2703	chr12	12006426	12006546	0.194	0.217154285935681	0.044	0.199	120	0.524347104346454	0.999803754508858	gain	496.569	433.844	424.092	506.892	0.047	0.266	4
3508	0	BI427750478_2704	chr12	12006466	12006586	0.156	0.148398423042056	0.084	0.183	120	0.71020305839526	0.999803754508858	gain	432.721	383.897	369.508	448.467	-0.039	0.266	4
3509	0	BI427750478_2705	chr12	12022329	12022449	0.115	0.122334679482691	0.111	0.113	120	0.741636401739511	0.999803754508858	gain	455.755	414.274	389.2	484	-0.117	0.279	4
3510	0	BI427750478_2706	chr12	12022369	12022489	0.225	0.257186361363311	0.093	0.238	120	0.427275077713658	0.999803754508858	gain	521.094	445.656	445.058	520.708	0.044	0.41	5
3511	0	BI427750478_2707	chr12	12022409	12022529	0.315	0.333649115199464	0.071	0.308	120	0.339924392281818	0.999803754508858	gain	504.64	408.162	430.992	476.85	0.193	0.444	4
3512	0	BI427750478_2708	chr12	12022449	12022569	0.378	0.367284276979693	0.053	0.388	120	0.364791680084815	0.999803754508858	gain	454.663	351.239	388.267	410.267	0.26	0.476	4
3513	0	BI427750478_2709	chr12	12022489	12022609	0.425	0.396262424715809	0.037	0.424	120	0.366970517083498	0.999803754508858	gain	427.789	318.803	365.292	372.325	0.354	0.5	4
3514	0	BI427750478_2710	chr12	12022529	12022649	0.457	0.425724194810099	0.036	0.456	120	0.337617704775892	0.999803754508858	gain	427.282	311.315	364.858	363.567	0.392	0.546	3
3515	0	BI427750478_2711	chr12	12022569	12022689	0.454	0.426283319632767	0.045	0.459	120	0.329687205547852	0.999803754508858	gain	433.345	316.487	370.042	369.617	0.35	0.546	4
3516	0	BI427750478_2712	chr12	12022609	12022729	0.43	0.39959016724192	0.06	0.434	120	0.366360214252029	0.999803754508858	gain	425.654	315.661	363.467	368.65	0.289	0.546	4
3517	0	BI427750478_2713	chr12	12022649	12022769	0.387	0.349398599490997	0.049	0.384	120	0.44334226846511	0.999803754508858	gain	407.621	311.422	348.05	363.692	0.289	0.509	3
3518	0	BI427750478_2714	chr12	12022689	12022809	0.356	0.310930654043294	0.047	0.349	120	0.508035583083329	0.999803754508858	gain	391.157	305.466	333.975	356.725	0.278	0.471	3
3519	0	BI427750478_2715	chr12	12022729	12022849	0.327	0.276026965200065	0.035	0.325	120	0.565890183181496	0.999803754508858	gain	378.047	301.348	322.767	351.908	0.248	0.398	3
3520	0	BI427750478_2716	chr12	12022769	12022889	0.384	0.312893495342921	0.108	0.329	120	0.54613383025039	0.999803754508858	gain	351.601	272.182	300.158	317.792	0.248	0.62	3
3521	0	BI427750478_2717	chr12	12022809	12022929	0.515	0.394465382510834	0.183	0.538	120	0.517467791082728	0.999803754508858	gain	293.213	212.588	250.242	248.083	0.248	0.888	2
3522	0	BI427750478_2718	chr12	12037288	12037408	-0.145	-0.141180996855204	0.088	-0.163	120	0.708578193524923	0.999803754508858	loss	409.6	447.551	349.742	522.925	-0.412	0.005	4
3523	0	BI427750478_2719	chr12	12037328	12037448	-0.086	-0.0393240079184768	0.069	-0.067	120	0.895204943662873	0.999803754508858	loss	499.912	528.119	426.95	617.167	-0.22	0.03	5
3524	0	BI427750478_2720	chr12	12037368	12037488	-0.058	0.00719258835777997	0.035	-0.062	120	0.978746744350814	0.999803754508858	gain	544.771	567.259	465.3	662.95	-0.13	0.03	5
3525	0	BI427750478_2721	chr12	12037408	12037528	-0.085	-0.0150440106146755	0.044	-0.09	120	0.954323233274871	0.999803754508858	loss	550.619	584.108	470.3	682.658	-0.191	0.03	5
3526	0	BI427750478_2722	chr12	12037448	12037568	-0.136	-0.0776281980515697	0.048	-0.128	120	0.78197787864693	0.999803754508858	loss	515.196	565.122	440.017	660.45	-0.257	-0.051	5
3527	0	BI427750478_2723	chr12	12037488	12037608	-0.216	-0.191909536793129	0.092	-0.193	120	0.571674306296254	0.999803754508858	loss	434.934	499.181	371.4	583.317	-0.464	-0.105	4
3528	0	BI427750478_2724	chr12	12038768	12038888	-0.295	-0.336221886919959	0.046	-0.291	120	0.467309560689321	0.999803754508858	loss	317.67	390.415	271.15	456.092	-0.386	-0.178	3
3529	0	BI427750478_2725	chr12	12038808	12038928	-0.308	-0.285605577856036	0.041	-0.301	120	0.404379059404946	0.999803754508858	loss	414.717	512.702	354.117	599.133	-0.386	-0.234	4
3530	0	BI427750478_2726	chr12	12038848	12038968	-0.327	-0.286123560549326	0.048	-0.325	120	0.352121135823491	0.999803754508858	loss	445.023	558.027	380.025	652.15	-0.436	-0.236	5
3531	0	BI427750478_2727	chr12	12038888	12039008	-0.343	-0.32900177307067	0.038	-0.346	120	0.358679985525218	0.999803754508858	loss	394.608	500.363	336.925	584.7	-0.436	-0.27	4
3532	0	BI427750478_2728	chr12	12038928	12039048	-0.358	-0.410743150780974	0.035	-0.36	120	0.396172667408051	0.999803754508858	loss	295.289	379.024	252.017	442.767	-0.436	-0.274	3
3533	0	BI427750478_2729	chr12	12043786	12043906	-0.125	-0.119544400951975	0.091	-0.084	120	0.749646816894789	0.999803754508858	loss	415.556	447.566	354.833	522.942	-0.301	0.025	4
3534	0	BI427750478_2730	chr12	12043826	12043946	-0.019	0.0239443711245332	0.079	-0.044	120	0.937280491297179	0.999803754508858	gain	503.509	508.378	430.025	594.075	-0.148	0.133	5
3535	0	BI427750478_2731	chr12	12043866	12043986	0.087	0.133709012752074	0.12	0.069	120	0.654187357902223	0.999803754508858	gain	528.375	499.8	451.283	584.042	-0.084	0.328	5
3536	0	BI427750478_2732	chr12	12043906	12044026	0.23	0.248425342332611	0.135	0.223	120	0.477893974515611	0.999803754508858	gain	488.4	423.536	417.108	494.833	0.017	0.474	4
3537	0	BI427750478_2733	chr12	12043946	12044066	0.302	0.258253224210599	0.089	0.303	120	0.58048996307833	0.999803754508858	gain	385.864	314.678	329.45	367.5	0.128	0.474	3
3538	0	BI427750478_2734	chr12	21045572	21045692	-0.49	-0.535936629968272	0.11	-0.506	120	0.255553846878464	0.999803754508858	loss	292.443	401.622	249.583	469.2	-0.683	-0.298	3
3539	0	BI427750478_2735	chr12	21045612	21045732	-0.371	-0.357767992612767	0.114	-0.348	120	0.320168773118835	0.999803754508858	loss	391.576	500.491	334.333	584.85	-0.616	-0.204	4
3540	0	BI427750478_2736	chr12	21045652	21045772	-0.287	-0.262866887965523	0.063	-0.284	120	0.438402087458143	0.999803754508858	loss	421.112	513.172	359.583	599.683	-0.434	-0.188	4
3541	0	BI427750478_2737	chr12	21045692	21045812	-0.299	-0.30951922143595	0.077	-0.284	120	0.444605207744392	0.999803754508858	loss	364.059	442.515	310.808	517.033	-0.496	-0.188	4
3542	0	BI427750478_2738	chr12	25362645	25362765	0.174	-0.0816727914474448	0.137	0.211	120	0.922371246128802	0.999803754508858	loss	149.464	135.661	127.35	158.1	-0.175	0.346	1
3543	0	BI427750478_2739	chr12	25362685	25362805	-0.035	-0.22565434995877	0.252	0.034	120	0.756620202370167	0.999803754508858	loss	182.733	192.939	155.792	225.1	-0.438	0.291	2
3544	0	BI427750478_2740	chr12	25362725	25362845	-0.282	-0.431292945598489	0.238	-0.363	120	0.512241359114567	0.999803754508858	loss	200.006	247.71	170.558	289.167	-0.555	0.168	2
3545	0	BI427750478_2741	chr12	25362765	25362885	-0.474	-0.607352507495544	0.103	-0.514	120	0.335889963536509	0.999803754508858	loss	200.249	278.786	170.767	325.517	-0.611	-0.175	2
3546	0	BI427750478_2742	chr12	25362805	25362925	-0.553	-0.700028017944826	0.039	-0.557	120	0.284652218993841	0.999803754508858	loss	183.454	268.584	156.408	313.583	-0.622	-0.432	2
3547	0	BI427750478_2743	chr12	25368293	25368413	-0.09	-0.154521455434763	0.101	-0.098	120	0.760126153512924	0.999803754508858	loss	312.825	328.627	267.008	383.817	-0.263	0.081	3
3548	0	BI427750478_2744	chr12	25368333	25368453	0.002	-0.0275555849578142	0.073	0.008	120	0.950150592705198	0.999803754508858	loss	372.783	371.223	318.267	433.642	-0.15	0.116	4
3549	0	BI427750478_2745	chr12	25368373	25368493	0.019	-0.00777157502825756	0.054	0.023	120	0.985764401103522	0.999803754508858	loss	379.099	373.745	323.667	436.592	-0.091	0.116	4
3550	0	BI427750478_2746	chr12	25368413	25368533	-0.026	-0.0708694216790497	0.099	-0.024	120	0.87998777371777	0.999803754508858	loss	346.63	350.584	295.908	409.5	-0.261	0.116	3
3551	0	BI427750478_2747	chr12	25368453	25368573	-0.141	-0.227916957427777	0.122	-0.093	120	0.677453084181062	0.999803754508858	loss	279.722	303.6	238.708	354.542	-0.348	0.078	3
3552	0	BI427750478_2748	chr12	25378466	25378586	-0.446	-0.517446899120163	0.045	-0.455	120	0.318803987607898	0.999803754508858	loss	262.917	359.966	224.342	420.475	-0.516	-0.308	3
3553	0	BI427750478_2749	chr12	25378506	25378626	-0.416	-0.437872526318527	0.086	-0.45	120	0.304473537401132	0.999803754508858	loss	330.234	438.418	281.892	512.242	-0.516	-0.187	4
3554	0	BI427750478_2750	chr12	25378546	25378666	-0.306	-0.306781426046633	0.137	-0.326	120	0.427277631432114	0.999803754508858	loss	376.643	463.944	321.567	542.1	-0.516	-0.101	4
3555	0	BI427750478_2751	chr12	25378586	25378706	-0.205	-0.204950195105915	0.092	-0.168	120	0.594365467987988	0.999803754508858	loss	391.801	451.755	334.525	527.842	-0.416	-0.101	4
3556	0	BI427750478_2752	chr12	25378626	25378746	-0.226	-0.245921957315993	0.119	-0.168	120	0.560723437236565	0.999803754508858	loss	358.961	416.077	306.45	486.108	-0.47	-0.101	4
3557	0	BI427750478_2753	chr12	25378666	25378786	-0.353	-0.414921220967628	0.163	-0.41	120	0.407795134560797	0.999803754508858	loss	288.514	360.052	246.225	420.575	-0.601	-0.101	3
3558	0	BI427750478_2754	chr12	25380135	25380255	-0.363	-0.415992912991921	0.116	-0.365	120	0.390620142144525	0.999803754508858	loss	298.779	374.82	255	437.85	-0.579	-0.169	3
3559	0	BI427750478_2755	chr12	25380175	25380295	-0.253	-0.247333902786733	0.091	-0.213	120	0.508661719394344	0.999803754508858	loss	396.187	467.706	338.275	546.5	-0.397	-0.122	4
3560	0	BI427750478_2756	chr12	25380215	25380335	-0.159	-0.142597968575354	0.079	-0.163	120	0.686980812753057	0.999803754508858	loss	426.649	477.494	364.317	557.95	-0.367	-0.025	4
3561	0	BI427750478_2757	chr12	25380255	25380375	-0.094	-0.118145446209492	0.061	-0.1	120	0.783824115580852	0.999803754508858	loss	366.466	394.811	312.867	461.233	-0.199	0.021	4
3562	0	BI427750478_2758	chr12	25398121	25398241	0.302	0.175924553379359	0.068	0.316	120	0.776188202613468	0.999803754508858	gain	271.69	222.362	231.842	259.517	0.17	0.462	2
3563	0	BI427750478_2759	chr12	25398161	25398281	0.211	0.143337358957705	0.105	0.223	120	0.779500809821097	0.999803754508858	gain	338.033	294.929	288.558	344.4	0.017	0.378	3
3564	0	BI427750478_2760	chr12	25398201	25398321	0.098	0.058563256178752	0.127	0.078	120	0.898524861618098	0.999803754508858	gain	367.977	345.49	314.158	403.542	-0.093	0.378	3
3565	0	BI427750478_2761	chr12	25398241	25398361	0	-0.0452108499915524	0.071	-0.022	120	0.923370215658343	0.999803754508858	loss	348.492	347.713	297.5	406.142	-0.115	0.203	3
3566	0	BI427750478_2762	chr12	25398281	25398401	-0.077	-0.166173632168322	0.066	-0.064	120	0.763456057057362	0.999803754508858	loss	282.451	295.314	241.042	344.85	-0.244	0.062	2
3567	0	BI427750478_2763	chr12	50024278	50024398	-0.033	-0.238477994759281	0.079	-0.036	120	0.751527224162118	0.999803754508858	loss	174.935	177.843	149.125	207.442	-0.187	0.157	1
3568	0	BI427750478_2764	chr12	50024318	50024438	0.008	-0.161900689550847	0.054	0.002	120	0.815272817294564	0.999803754508858	loss	205.854	204.388	175.558	238.492	-0.12	0.157	2
3569	0	BI427750478_2765	chr12	50024358	50024478	0.025	-0.114329434535865	0.046	0.018	120	0.85849384173542	0.999803754508858	loss	235.555	231.488	200.95	270.192	-0.059	0.157	2
3570	0	BI427750478_2766	chr12	50024398	50024518	-0.005	-0.131541162304195	0.045	0.002	120	0.831875293927439	0.999803754508858	loss	246.151	246.926	210.008	288.25	-0.118	0.086	2
3571	0	BI427750478_2767	chr12	50025094	50025214	0.021	0.00567956403988155	0.039	0.028	120	0.989054236783574	0.999803754508858	gain	398.41	391.904	340.175	457.833	-0.073	0.085	4
3572	0	BI427750478_2768	chr12	50025134	50025254	0.038	0.00302330900912181	0.046	0.033	120	0.994650122347006	0.999803754508858	gain	368.124	358.969	314.283	419.308	-0.063	0.158	3
3573	0	BI427750478_2769	chr12	50025174	50025294	0.098	0.021419033034091	0.1	0.081	120	0.967680775127903	0.999803754508858	gain	314.55	294.915	268.483	344.383	-0.063	0.288	3
3574	0	BI427750478_2770	chr12	50025214	50025334	0.225	0.127825833202377	0.161	0.238	120	0.821672957248297	0.999803754508858	gain	301.138	257.349	257.017	300.442	-0.058	0.499	2
3575	0	BI427750478_2771	chr12	50025254	50025374	0.425	0.320175169182067	0.194	0.417	120	0.581853783487778	0.999803754508858	gain	308.945	231.709	263.692	270.45	0.099	0.769	2
3576	0	BI427750478_2772	chr12	50025294	50025414	0.559	0.428933178181181	0.126	0.605	120	0.492926134191942	0.999803754508858	gain	288.202	197.556	245.958	230.5	0.277	0.769	2
3577	0	BI427750478_2773	chr12	50025554	50025674	0.575	0.509447938993337	0.054	0.583	120	0.315962334929375	0.999803754508858	gain	382.609	256.045	326.667	298.917	0.457	0.692	3
3578	0	BI427750478_2774	chr12	50025594	50025714	0.629	0.587611914141606	0.078	0.611	120	0.204269780145594	0.999803754508858	gain	429.641	277.945	366.875	324.533	0.494	0.801	3
3579	0	BI427750478_2775	chr12	50025634	50025754	0.73	0.669367858580997	0.109	0.729	120	0.179642338815273	0.999803754508858	gain	404.697	247.425	345.55	288.833	0.592	1.038	3
3580	0	BI427750478_2776	chr12	50025674	50025794	0.936	0.809234009797149	0.25	0.834	120	0.191811688194841	0.999803754508858	gain	317.065	175.542	270.633	204.75	0.605	1.49	2
3581	0	BI427750478_2777	chr12	50026271	50026391	0.315	0.183864482405994	0.055	0.315	120	0.769472050118542	0.999803754508858	gain	267.732	215.829	228.458	251.875	0.198	0.435	2
3582	0	BI427750478_2778	chr12	50026311	50026431	0.304	0.178403161612277	0.048	0.307	120	0.77283154331355	0.999803754508858	gain	273.435	221.621	233.333	258.65	0.198	0.401	2
3583	0	BI427750478_2779	chr12	50026351	50026471	0.312	0.16378458646714	0.05	0.313	120	0.802925390332643	0.999803754508858	gain	248.763	201.004	212.242	234.533	0.198	0.419	2
3584	0	BI427750478_2780	chr12	50026391	50026511	0.328	0.155821259297174	0.042	0.33	120	0.823058846553906	0.999803754508858	gain	226.11	180.187	192.875	210.183	0.235	0.419	2
3585	0	BI427750478_2781	chr12	50026540	50026660	0.534	0.475650967494313	0.119	0.529	120	0.336177466221235	0.999803754508858	gain	390.29	268.178	333.233	313.108	0.276	0.726	3
3586	0	BI427750478_2782	chr12	50026580	50026700	0.606	0.552419067084115	0.065	0.594	120	0.255346283250301	0.999803754508858	gain	405.574	266.347	346.3	310.967	0.492	0.726	3
3587	0	BI427750478_2783	chr12	50026620	50026740	0.59	0.515001613949693	0.095	0.594	120	0.327243496948346	0.999803754508858	gain	369.878	243.692	315.783	284.467	0.347	0.726	3
3588	0	BI427750478_2784	chr12	50026660	50026780	0.482	0.35824840890889	0.13	0.51	120	0.560146884527785	0.999803754508858	gain	292.92	206.026	249.992	240.408	0.274	0.789	2
3589	0	BI427750478_2785	chr12	50026700	50026820	0.366	0.179636488002237	0.127	0.35	120	0.803202516813633	0.999803754508858	gain	216.947	165.625	185.042	193.15	0.034	0.789	2
3590	0	BI427750478_2786	chr12	50026740	50026860	0.377	0.161420093231478	0.133	0.35	120	0.834010637728981	0.999803754508858	gain	191.506	146.475	163.292	170.75	0.034	0.789	1
3591	0	BI427750478_2787	chr12	50026780	50026900	0.443	0.250882684419744	0.143	0.508	120	0.731294533937826	0.999803754508858	gain	216.586	156.762	184.733	182.783	0.034	0.594	2
3592	0	BI427750478_2788	chr12	50026820	50026940	0.533	0.365591658737933	0.04	0.534	120	0.595561538857286	0.999803754508858	gain	245.244	169.358	209.233	197.517	0.431	0.621	2
3593	0	BI427750478_2789	chr12	50026860	50026980	0.567	0.386141255946318	0.069	0.547	120	0.587339250555232	0.999803754508858	gain	233.43	158.18	199.133	184.442	0.464	0.789	2
3594	0	BI427750478_2790	chr12	50027109	50027229	0.015	0.022206203199092	0.042	0.019	120	0.952310469602264	0.999803754508858	gain	436.63	432.925	372.85	505.817	-0.066	0.102	4
